timestamp_ms,qw,qx,qy,qz,gx,gy,gz
4013,0.044617,-0.848206,-0.143372,0.507874,-0.015625,-0.017578,-0.009766
4053,0.044312,-0.848145,-0.143616,0.508057,-0.017578,-0.009766,-0.003906
4093,0.044067,-0.848022,-0.14386,0.508179,-0.017578,-0.011719,-0.007813
4133,0.04425,-0.8479,-0.14386,0.508301,-0.007813,-0.005859,-0.009766
4173,0.044556,-0.8479,-0.143799,0.508362,0.023437,-0.003906,0
4208,0.044617,-0.8479,-0.14386,0.508301,0,0.001953,-0.005859
4246,0.0448,-0.8479,-0.143677,0.508301,0,0,0.007813
4277,0.044861,-0.847961,-0.143555,0.508301,0.011719,0.003906,0.001953
4313,0.0448,-0.847961,-0.143494,0.508301,-0.005859,0.001953,0.007813
4353,0.044861,-0.8479,-0.143494,0.508423,0.009766,-0.003906,0.003906
4396,0.044861,-0.847839,-0.143433,0.508545,-0.005859,-0.003906,-0.003906
4428,0.0448,-0.847778,-0.143555,0.508545,-0.007813,-0.001953,-0.007813
4467,0.044617,-0.847717,-0.14386,0.508606,-0.019531,-0.001953,-0.003906
4504,0.044556,-0.847656,-0.143982,0.508667,-0.005859,-0.003906,-0.001953
4537,0.044556,-0.847595,-0.144104,0.508728,-0.007813,-0.005859,-0.005859
4575,0.044617,-0.847534,-0.144165,0.50885,0.003906,-0.005859,-0.003906
4607,0.044739,-0.847534,-0.144165,0.50885,0.007813,-0.001953,-0.003906
4646,0.044861,-0.847473,-0.144165,0.508911,-0.003906,0.001953,-0.007813
4677,0.044861,-0.847473,-0.144165,0.508911,0.005859,-0.001953,0.003906
4715,0.044861,-0.847473,-0.144226,0.508911,-0.009766,0.001953,-0.001953
4747,0.044861,-0.847473,-0.144287,0.508911,-0.005859,0.001953,-0.001953
4786,0.044861,-0.847473,-0.144287,0.50885,0,0.001953,0.001953
4817,0.044861,-0.847473,-0.144287,0.50885,0,0.001953,0.001953
4853,0.045166,-0.847473,-0.144165,0.50885,0.015625,0.001953,0
4893,0.045227,-0.847473,-0.144104,0.50885,0.007813,0.001953,0.003906
4935,0.045471,-0.847412,-0.144043,0.508972,0.011719,0.001953,-0.001953
4973,0.045532,-0.847412,-0.144043,0.508972,0.001953,0.001953,0
5012,0.045715,-0.847412,-0.143982,0.509033,0.011719,0.001953,-0.001953
5052,0.045654,-0.847351,-0.143921,0.509094,-0.009766,-0.003906,0.003906
5088,0.045715,-0.847351,-0.143921,0.509155,-0.001953,0,-0.001953
5125,0.04541,-0.84729,-0.143982,0.509216,-0.001953,-0.003906,0.003906
5165,0.045227,-0.847229,-0.144043,0.509277,-0.009766,-0.003906,-0.001953
5196,0.045166,-0.847168,-0.144104,0.509399,-0.011719,-0.005859,-0.003906
5236,0.044983,-0.847168,-0.144287,0.509399,-0.017578,-0.003906,-0.003906
5272,0.045288,-0.847107,-0.144226,0.509521,0.017578,-0.001953,-0.003906
5308,0.045349,-0.847046,-0.144287,0.509583,0.001953,-0.003906,-0.003906
5347,0.045349,-0.846985,-0.144287,0.509644,-0.003906,-0.003906,-0.001953
5386,0.045288,-0.846985,-0.144348,0.509644,-0.003906,0.001953,-0.001953
5422,0.045288,-0.846985,-0.144226,0.509644,0.007813,0,0.007813
5465,0.045105,-0.846985,-0.144287,0.509644,0,0,0.003906
5497,0.045105,-0.846985,-0.144165,0.509644,0.003906,-0.001953,0.003906
5536,0.044983,-0.847046,-0.144226,0.509644,-0.005859,0.001953,0
5575,0.044861,-0.847046,-0.144226,0.509583,0.007813,0.003906,0.009766
5613,0.044861,-0.847107,-0.144104,0.509583,0.001953,0.003906,0.007813
5648,0.044861,-0.847046,-0.144104,0.509644,0.001953,-0.003906,0
5687,0.044861,-0.847046,-0.144226,0.509644,-0.005859,-0.001953,-0.003906
5727,0.045105,-0.846985,-0.144226,0.509705,0.013672,0.001953,-0.001953
5767,0.045105,-0.846924,-0.144287,0.509827,0,-0.003906,-0.003906
5807,0.045227,-0.846863,-0.144287,0.509888,0.001953,-0.001953,0.001953
5845,0.045288,-0.846802,-0.144287,0.509949,-0.001953,-0.001953,-0.003906
5876,0.045349,-0.846741,-0.144226,0.51001,0.009766,-0.003906,0
5915,0.04541,-0.846741,-0.143982,0.510132,0,-0.003906,0.007813
5955,0.045654,-0.846741,-0.143005,0.510376,0.078125,0.005859,0.050781
5987,0.048401,-0.847046,-0.140137,0.510437,0.164062,0.025391,0.070312
6025,0.057251,-0.84845,-0.131104,0.509583,0.570312,0.097656,0.185547
6056,0.068115,-0.850952,-0.120911,0.506592,0.794922,0.335938,0.201172
6093,0.09613,-0.856506,-0.098267,0.497498,1.503906,0.640625,0.279297
6128,0.128967,-0.861816,-0.07489,0.484863,2.933594,1.478516,0.205078
6166,0.186829,-0.867798,-0.037292,0.458923,3.082031,1.59375,0.142578
6203,0.258423,-0.870544,0.002441,0.418762,3.759766,2.148438,-0.177734
6235,0.316223,-0.869507,0.031433,0.378174,4.232422,2.726563,-0.53125
6271,0.388062,-0.864258,0.059875,0.314392,3.744141,2.955078,-0.980469
6307,0.447693,-0.852539,0.078247,0.258118,4.378906,3.222656,-1.486328
6344,0.518311,-0.831177,0.091553,0.17926,4.115234,3.15625,-1.878906
6376,0.564575,-0.811584,0.091492,0.119446,3.570313,2.835938,-2.384766
6412,0.619385,-0.780334,0.077148,0.038086,3.519531,2.539063,-2.9375
6448,0.654419,-0.753418,0.05957,-0.023071,3.332031,2.101563,-3.496094
6487,0.694763,-0.711609,0.026123,-0.101379,3.330078,1.953125,-3.566406
6525,0.724976,-0.666931,-0.016541,-0.171082,2.804688,1.275391,-3.791016
6556,0.74469,-0.628906,-0.051208,-0.217407,3.068359,0.896484,-3.511719
6595,0.76123,-0.580383,-0.099976,-0.271545,2.751953,0.505859,-3.521484
6632,0.77002,-0.529297,-0.150696,-0.322876,2.748047,0.351563,-3.595703
6666,0.770874,-0.491333,-0.188965,-0.358704,2.388672,0.140625,-3.566406
6705,0.769836,-0.439209,-0.238098,-0.397217,2.521484,0.041016,-3.304688
6736,0.768311,-0.40094,-0.271912,-0.418396,2.474609,-0.126953,-2.794922
6773,0.766418,-0.361511,-0.304626,-0.434875,2.123047,-0.138672,-2.107422
6807,0.768494,-0.339966,-0.318542,-0.438538,1.109375,0.115234,-0.3125
6845,0.776306,-0.332764,-0.318237,-0.430542,0.828125,0.140625,0.013672
6876,0.787476,-0.343933,-0.30426,-0.411194,-0.267578,0.197266,1.599609
6915,0.812195,-0.367065,-0.273254,-0.361816,-0.302734,0.234375,2.974609
6951,0.832214,-0.417053,-0.223145,-0.289246,-0.966797,0.263672,4.59375
6993,0.82666,-0.502502,-0.161682,-0.195007,-3.947266,-1.119141,6.757812
7027,0.798706,-0.580994,-0.116394,-0.104797,-5.941406,-2.728516,6.837891
7065,0.715454,-0.692444,-0.083496,0.040466,-6.246094,-3.308594,6.798828
7096,0.616821,-0.761902,-0.069275,0.185059,-6.962891,-6.121094,8.40625
7128,0.490601,-0.80426,-0.083862,0.324646,-7.914062,-7.673828,7.042969
7159,0.336792,-0.814331,-0.124451,0.455994,-8.373047,-8.757813,5.859375
7196,0.123718,-0.765991,-0.234863,0.585449,-9.958984,-9.628906,2.917969
7232,0.04126,0.6521,0.36792,-0.661621,-8.990234,-9.390625,-0.152344
7271,0.135132,0.489746,0.524597,-0.683167,-9.199219,-7.855469,-4.019531
7313,0.130249,0.318848,0.616272,-0.708191,-1.476563,-4.888672,-7.283203
7351,0.076172,0.158447,0.653015,-0.736633,-0.955078,-4.511719,-7.455078
7393,0.005859,-0.01239,-0.637451,0.770386,2.986328,-2.480469,-7.521484
7431,0.087769,0.109741,-0.566833,0.811768,3.482422,-2.273438,-7.279297
7471,0.162598,0.222107,-0.465759,0.841003,5.197266,-1.8125,-6.494141
7506,0.187012,0.280334,-0.373291,0.864319,5.806641,-1.142578,-4.394531
7538,0.018005,-0.375793,0.18811,-0.907227,6.193359,-0.853516,-2.96875
7576,0.043823,-0.386108,0.09259,-0.916748,4.101562,-0.505859,-2.335938
7612,0.060608,-0.377258,0.047791,-0.922913,2.490234,0.316406,-0.625
7655,0.068298,-0.366516,0.036499,-0.927185,0.080078,0.412109,-0.042969
7692,0.076782,-0.360413,0.031128,-0.929077,0.017578,0.332031,-0.033203
7732,0.083435,-0.360352,0.025085,-0.928772,0.376953,0.050781,0.121094
7772,0.087952,-0.361023,0.010498,-0.928345,0.681641,-0.107422,-0.140625
7812,0.090698,-0.361328,0.000488,-0.92804,0.544922,-0.09375,-0.115234
7852,0.08905,-0.361633,-0.001404,-0.92804,0.255859,-0.003906,-0.164062
7892,0.082825,-0.364319,0.01062,-0.92749,-0.550781,-0.101563,-0.105469
7932,0.074829,-0.367004,0.031128,-0.926697,-1.003906,-0.048828,-0.033203
7967,0.070984,-0.3703,0.056885,-0.924438,-1.513672,-0.117188,0.146484
8006,0.075562,-0.36676,0.077393,-0.924011,-1.091797,0.400391,1.394531
8045,0.081604,-0.360657,0.079468,-0.92572,0.117188,0.337891,0.175781
8081,0.081543,-0.35791,0.08844,-0.925964,-0.466797,0.132812,0.195312
8124,0.083984,-0.35144,0.091125,-0.927979,-0.242187,0.300781,0.169922
8156,0.083801,-0.347656,0.097351,-0.928772,-0.363281,0.292969,0.119141
8194,0.083252,-0.34314,0.105957,-0.929565,-0.296875,0.275391,0.208984
8227,0.081543,-0.341431,0.114624,-0.929321,-0.523437,0.171875,0.138672
8258,0.079102,-0.34082,0.123474,-0.928589,-0.564453,0.085937,0.105469
8296,0.075378,-0.341125,0.132874,-0.92749,-0.501953,0.035156,0.029297
8336,0.073425,-0.341064,0.138062,-0.926941,-0.269531,0.033203,0.023437
8375,0.072876,-0.340027,0.141357,-0.92688,-0.126953,0.050781,0.068359
8412,0.070923,-0.339294,0.143311,-0.927002,-0.015625,0.0625,0.001953
8447,0.06897,-0.338928,0.145264,-0.926941,-0.123047,0.035156,-0.050781
8485,0.066956,-0.338318,0.148376,-0.926819,-0.099609,0.044922,-0.005859
8524,0.06427,-0.338196,0.153748,-0.926208,-0.308594,0.019531,0.015625
8561,0.061707,-0.338135,0.160095,-0.925293,-0.294922,0.025391,0.021484
8597,0.059692,-0.33844,0.164734,-0.924561,-0.328125,0,0.007813
8636,0.057373,-0.338318,0.168396,-0.924072,-0.207031,0.015625,-0.001953
8675,0.05481,-0.338135,0.170715,-0.923889,-0.087891,0.029297,-0.041016
8712,0.052185,-0.337463,0.172974,-0.923828,-0.121094,0.042969,-0.058594
8747,0.05011,-0.336914,0.176025,-0.923584,-0.193359,0.054687,-0.023437
8786,0.047974,-0.33606,0.180908,-0.923035,-0.214844,0.054687,0.013672
8823,0.045898,-0.335449,0.187256,-0.922119,-0.273438,0.046875,0.050781
8863,0.043884,-0.334656,0.194458,-0.921021,-0.332031,0.041016,0.066406
8903,0.042603,-0.333801,0.201538,-0.919861,-0.333984,0.046875,0.095703
8943,0.042114,-0.332581,0.207397,-0.919006,-0.169922,0.074219,0.126953
8975,0.042175,-0.331421,0.21051,-0.918762,-0.148437,0.072266,0.123047
9015,0.041809,-0.330383,0.213989,-0.918335,-0.152344,0.041016,0.097656
9052,0.041138,-0.329468,0.216858,-0.917969,-0.097656,0.046875,0.0625
9086,0.040588,-0.329224,0.219055,-0.917603,-0.121094,0.013672,0.052734
9125,0.039368,-0.328918,0.222351,-0.916931,-0.115234,0.013672,0.052734
9161,0.038391,-0.328918,0.226074,-0.916077,-0.140625,-0.007813,0.068359
9201,0.038391,-0.328369,0.229858,-0.915344,-0.136719,0.001953,0.097656
9244,0.039368,-0.326965,0.234436,-0.914673,-0.189453,0.044922,0.207031
9275,0.040649,-0.325439,0.238647,-0.914062,-0.175781,0.054687,0.232422
9314,0.042236,-0.323364,0.244324,-0.913208,-0.201172,0.064453,0.25
9346,0.044067,-0.321777,0.247681,-0.912781,-0.066406,0.066406,0.242187
9384,0.046753,-0.320129,0.25116,-0.912292,-0.144531,0.025391,0.246094
9415,0.047241,-0.319397,0.254822,-0.911499,-0.185547,0.011719,0.160156
9455,0.048218,-0.31842,0.259888,-0.910339,-0.183594,0.017578,0.169922
9493,0.049805,-0.316833,0.266479,-0.908936,-0.244141,0.03125,0.212891
9534,0.052246,-0.314514,0.27417,-0.907288,-0.285156,0.064453,0.363281
9571,0.055908,-0.31134,0.284424,-0.905029,-0.355469,0.066406,0.373047
9614,0.059814,-0.307373,0.295776,-0.902466,-0.4375,0.128906,0.494141
9652,0.064514,-0.302124,0.307861,-0.899902,-0.474609,0.138672,0.513672
9687,0.068909,-0.29834,0.316589,-0.897766,-0.425781,0.097656,0.544922
