sample,timestamp_w,timestamp_b,qw_w,qx_w,qy_w,qz_w,qw_b,qx_b,qy_b,qz_b,gx_w,gy_w,gz_w,gx_b,gy_b,gz_b,angle_w,angle_b,angle_w_s,angle_b_s,angle_diff,angle_w_norm,angle_b_norm,gyro_w,gyro_b,gyro_w_s,gyro_b_s
150,584563,198723,0.950989,-0.22345,-0.154846,-0.147217,0.817505,-0.211792,-0.328064,0.42334,-0.404297,-7.160156,-4.115234,-1.990234,-2.621094,2.208984,123.98583753138946,167.8516785454979,124.84038432436569,168.7494164094948,-43.90903208512913,0.6956846127005782,0.947636434669233,8.268400140492778,3.963682056352149,8.141340573702657,4.0222551603447965
151,584573,198733,0.940979,-0.226318,-0.193787,-0.1604,0.80719,-0.217102,-0.339355,0.431396,-0.109375,-7.001953,-4.625,-1.560547,-2.357422,2.019531,128.16900843545417,165.79063698315844,129.6126098757847,166.02359793252685,-36.410988056742156,0.7222886572287933,0.9323271440130794,8.392254387519126,3.474370573967895,8.28511257138769,3.615045750616374
152,584589,198743,0.920593,-0.214294,-0.270447,-0.182739,0.797668,-0.220947,-0.349487,0.439087,1.705078,-6.873047,-4.595703,-1.255859,-2.267578,1.800781,135.93681670932352,163.9294907150021,134.2668244946547,164.06033204675532,-29.793507552100607,0.7482348183291356,0.9213006547825786,8.441951913775746,3.1562484097304506,8.224802538152684,3.3050230201544735
153,584601,198754,0.909607,-0.202087,-0.309753,-0.18927,0.788513,-0.223083,-0.359131,0.446655,2.779297,-6.757812,-3.712891,-0.863281,-2.337891,1.648438,139.86243551271747,162.18332633360907,138.76513971137035,162.02054676687385,-23.255407055503497,0.7733118766194474,0.9098444019213885,8.196223180186959,2.988032170624339,7.993005270826224,3.0600574493386623
154,584612,198765,0.89856,-0.188904,-0.34491,-0.194824,0.779663,-0.223389,-0.368042,0.454651,3.162109,-6.117187,-3.716797,-0.447266,-2.382813,1.667969,143.3800242843889,160.5465276565091,143.5262619612428,160.1383151604568,-16.612053199214017,0.7998540228309186,0.8992730337292959,7.825183068788806,2.9427818900975313,7.646546016292348,2.848452190866531
155,584623,198783,0.887939,-0.1745,-0.376038,-0.19928,0.762878,-0.220642,-0.381775,0.472839,3.226563,-5.429687,-3.263672,0.134766,-2.013672,1.851563,146.47741361496765,157.65275214609045,147.21936511321246,158.41244073748592,-11.193075624273462,0.8204422116421279,0.8895798302381107,7.109413803860485,2.738854202273097,7.251079934023164,2.6263266171773854
156,584638,198793,0.866638,-0.142761,-0.431213,-0.206299,0.754944,-0.21936,-0.386719,0.482056,3.183594,-4.941406,-3.130859,0.035156,-1.669922,1.746094,151.97461968481645,156.3794789510734,150.56041343076552,156.85178451766654,-6.291371086901023,0.8390677768534516,0.880814558491136,6.659958114849747,2.416344281607238,6.925107552219539,2.369644524672473
157,584653,198804,0.85614,-0.123352,-0.456177,-0.209106,0.748108,-0.218933,-0.390686,0.489685,3.962891,-4.042969,-3.121094,-0.105469,-1.384766,1.501953,154.4023324691718,155.30011860014756,154.06085983838557,155.46374639651384,-1.402886558128273,0.8585819492439966,0.8730187792717563,6.4646215024298215,2.0456205412847224,6.609805899859689,2.095230721612745
158,584663,198815,0.846436,-0.103271,-0.478455,-0.209717,0.742187,-0.218811,-0.393982,0.496033,4.435547,-3.910156,-2.855469,-0.03125,-1.117188,1.287109,156.5676771004828,154.38004523451212,157.34535232103508,154.34663281475179,2.998719506283294,0.8768922288650033,0.8667446210093339,6.566361271168835,1.7046217080997765,6.296282345072818,1.8938931151516905
159,584681,198825,0.826172,-0.058899,-0.521667,-0.204529,0.737,-0.218689,-0.396301,0.501892,4.591797,-3.574219,-2.277344,0.085937,-0.939453,1.255859,160.88225632248918,153.60633705074576,159.8798940572306,153.31661672998092,6.563277327249665,0.8910217079690064,0.8609596372492228,6.248674806989558,1.570712874798892,5.999172356535116,1.7345094392985072
160,584692,198843,0.815796,-0.03833,-0.540894,-0.201111,0.72644,-0.218811,-0.400391,0.513916,4.035156,-3.179688,-2.078125,-0.097656,-1.003906,1.408203,162.89987602821515,152.06718423728017,162.27886124776947,152.35488041634454,9.923980831424927,0.9043953905980359,0.8555581400899495,5.541796029926128,1.732166169967824,5.693970710052025,1.6070692741735062
161,584703,198853,0.806213,-0.020569,-0.557068,-0.19812,0.720703,-0.219666,-0.40271,0.519775,3.779297,-2.964844,-1.923828,-0.189453,-0.892578,1.337891,164.64732836579392,151.22939852721905,164.89782727627184,151.44998039403194,13.4478468822399,0.9189955154432335,0.8504758583557112,5.174408172161238,1.6194259023413204,5.311164461738862,1.5254460681769029
162,584713,198864,0.796143,-0.003296,-0.572754,-0.195068,0.715576,-0.220703,-0.404663,0.52478,3.546875,-2.916016,-1.818359,-0.171875,-0.734375,1.189453,166.39716842186624,150.49143703196566,166.95097649513693,150.47838639814836,16.47259009698857,0.9304413435276825,0.8450189964962594,4.9386132700143675,1.4084197156597178,4.952619800618393,1.4552741047405617
163,584728,198875,0.776733,0.02832,-0.600769,-0.187012,0.711121,-0.22168,-0.406128,0.529419,3.423828,-2.755859,-1.525391,-0.058594,-0.617187,1.138672,169.66250724299476,149.855545122949,168.83263484534,149.70997251450257,19.122662330837443,0.940931150012375,0.8407032756996043,4.652330029603016,1.29650567811676,4.641054618741959,1.3426085284816804
164,584743,198893,0.767456,0.045349,-0.613281,-0.181335,0.702759,-0.223206,-0.407532,0.538757,3.693359,-2.078125,-1.376953,0.019531,-0.519531,1.103516,171.14800241681456,148.74836707132786,170.68965940602297,149.0142603683695,21.675399037653477,0.9512836288652884,0.836795877041857,4.455951501387218,1.2198530576171869,4.330493907300646,1.2496834716938472
165,584753,198903,0.759827,0.060974,-0.622986,-0.175659,0.69873,-0.223999,-0.408081,0.543213,3.470703,-1.601563,-1.123047,0.007813,-0.507812,1.052734,172.3081677792304,148.2251148190513,172.29661815403375,148.3817299650159,23.91488818901786,0.9602420491298904,0.8332433324114582,3.9839701205439533,1.168838288673416,3.9426813911159626,1.20396749716578
166,584768,198913,0.747986,0.090027,-0.636597,-0.164734,0.695007,-0.224487,-0.408508,0.547424,3.242188,-1.197266,-1.082031,0.119141,-0.505859,1.03125,173.932451169209,147.75083779655364,173.35471534437457,147.81047848758013,25.54423685679444,0.966140694209362,0.83003495482516,3.621604614954675,1.154800618402155,3.5890238102371925,1.1857051121145301
167,584783,198923,0.743408,0.104248,-0.640991,-0.160156,0.691467,-0.224487,-0.408447,0.551941,2.724609,-0.513672,-1.144531,0.322266,-0.482422,1.027344,174.43196216192015,147.32878501519775,174.14237777946877,147.4261829601441,26.71619481932467,0.9705317285958691,0.8278765968944727,2.9995506890909516,1.1798398430193822,3.1730636555105547,1.1953562560148732
168,584800,198933,0.737244,0.130005,-0.645752,-0.150269,0.688293,-0.223694,-0.407593,0.556885,2.773438,0.005859,-0.791016,0.601562,-0.404297,0.962891,174.95299319469865,146.99928773577014,174.71066894253448,147.14131835929595,27.56935058323853,0.9736998192999423,0.8262766829571057,2.8840421252091657,1.2051937528605101,2.786870965979527,1.2294585352183243
169,584811,198944,0.735168,0.141724,-0.646973,-0.144592,0.685852,-0.221985,-0.40564,0.561951,2.294922,0.113281,-0.605469,0.880859,-0.289063,0.865234,175.08631459228576,146.82688943414777,174.9597216718623,146.97080754496585,27.988914126896447,0.975088230184868,0.825319025784167,2.376150727754029,1.268108777118903,2.44811303949806,1.2678274900990467
170,584821,198955,0.733704,0.151489,-0.647522,-0.139404,0.684204,-0.219604,-0.402832,0.566895,1.998047,0.199219,-0.427734,1.095703,-0.191406,0.746094,175.14962359455885,146.80079181481042,175.10540471598037,146.96058339485396,28.144821321126415,0.975900379181382,0.8252616028533675,2.0530066728888143,1.3393496846906712,2.215854127354748,1.2721281659614845
171,584831,198965,0.732666,0.159973,-0.647705,-0.134277,0.683228,-0.216553,-0.399353,0.571716,1.884766,0.248047,-0.320313,1.205078,-0.125,0.587891,175.1777148158482,146.89828372490317,175.13026830732773,147.05348793039525,28.076780376932476,0.9760389879047562,0.8257833920150063,1.9278149825473399,1.3466453928057676,1.983033612029637,1.2491949277038583
172,584842,198983,0.732056,0.167725,-0.647522,-0.12915,0.682556,-0.210022,-0.39209,0.579895,1.777344,0.404297,-0.238281,1.109375,-0.042969,0.458984,175.16037738251046,147.27766426463822,175.1023710986477,147.21087066155488,27.891500437092816,0.9758834674722159,0.8266673166035071,1.8382561283743897,1.20134322233157,1.7946429186268926,1.1889515495282077
173,584853,198993,0.732056,0.174622,-0.64679,-0.123779,0.682251,-0.207092,-0.388611,0.583618,1.632813,0.539062,-0.039063,1.001953,-0.048828,0.427734,175.07731115143534,147.46381041347666,175.0108128886268,147.39941440751295,27.611398481113838,0.975373051803452,0.8277262539585297,1.7199395485836124,1.0905275615723795,1.5787687579762424,1.089559188353615
174,584863,199003,0.732483,0.180481,-0.64563,-0.11853,0.681946,-0.204651,-0.385681,0.586853,1.318359,0.564453,0.015625,0.871094,-0.037109,0.417969,174.9468285488856,147.61380308994595,174.891705707967,146.87347083911544,28.01823486885155,0.9747090570480152,0.824772343775087,1.434197260740307,0.9668918862406489,1.3566107920309527,0.9706206552470213
175,584881,199013,0.733643,0.18866,-0.643433,-0.110535,0.681519,-0.202698,-0.382874,0.589783,0.882812,0.402344,0.082031,0.738281,0.033203,0.404297,174.69183254445437,147.74351054460072,174.57547649006833,146.22470047984802,28.3507760102203,0.9729461529053984,0.8211285890338798,0.9736358696355636,0.8423878788177095,1.1484178495590491,0.8713681594986467
176,584892,199023,0.734253,0.191589,-0.642456,-0.107178,0.656189,-0.249573,-0.383301,0.600159,0.699219,0.412109,0.09375,0.615234,0.136719,0.410156,174.58217891254924,144.26856588291568,174.30892917115818,145.56171144711485,28.747217724043338,0.9714602137634286,0.8174049765153952,0.8170251528208909,0.7519527272727987,0.9738775328537355,0.7857685531920164
177,584903,199033,0.642334,0.236328,-0.719543,-0.117615,0.65332,-0.254211,-0.380798,0.602966,0.658203,0.449219,-0.025391,0.525391,0.195312,0.427734,173.579231293017,144.03381246830108,174.10956650249108,144.88941407875964,29.220152423731435,0.9703488133785692,0.813629084647876,0.7972914160148722,0.705080743589697,0.8755691431693433,0.7123528510881163
178,584913,199043,0.643372,0.238831,-0.718262,-0.114624,0.653015,-0.253967,-0.378113,0.605103,0.638672,0.556641,0.007813,0.470703,0.185547,0.427734,173.74457455688471,144.1488652498108,174.08046442835433,144.21118768201546,29.86927674633887,0.9701865761020919,0.8098198929771299,0.8472379650570435,0.6625295300392278,0.870569482860683,0.6499261061592265
179,584923,199053,0.644775,0.241089,-0.716736,-0.111572,0.65271,-0.253784,-0.375671,0.606995,0.660156,0.671875,0.037109,0.431641,0.164062,0.382813,173.9500152055502,144.25231624816993,174.15372504507857,144.248977272117,29.90474777296157,0.9705949869553712,0.8100321344831324,0.9426553123183469,0.5998133757211488,0.8790593446397038,0.6027101429613447
180,584938,199063,0.649048,0.24469,-0.712524,-0.105591,0.652466,-0.25354,-0.373413,0.608765,0.552734,0.767578,0.072266,0.396484,0.150391,0.318359,174.54632217377056,144.3523785608798,174.5960585114636,144.35945268739562,30.236605824067993,0.973060892874786,0.8106526087579788,0.9486375680922614,0.5302541541732606,0.8919480841561255,0.5740114018383102
181,584953,199073,0.6521,0.245117,-0.7099,-0.103638,0.652344,-0.253235,-0.371338,0.610291,0.015625,0.849609,0.128906,0.416016,0.146484,0.267578,174.94848199617036,144.45751383342352,175.09771840103627,144.52287341443488,30.57484498660139,0.9758575297680784,0.8115704451548716,0.8594744617159953,0.5158729112833896,0.9063799764528936,0.5711476501393159
182,584967,199083,0.658325,0.244751,-0.704529,-0.101685,0.652344,-0.252808,-0.369141,0.611755,-0.109375,0.849609,0.09375,0.458984,0.169922,0.275391,175.79089862494223,144.58618954469387,175.65704107199466,144.71378650270904,30.943254569285614,0.9789756232201768,0.8126426896873483,0.86173511359698,0.5615870379745245,0.91326254593142,0.6015836594544923
183,584981,199103,0.661621,0.244507,-0.701599,-0.101074,0.652893,-0.25177,-0.363647,0.614929,-0.171875,0.902344,0.039063,0.537109,0.236328,0.275391,176.25287400474812,144.96596888500721,176.29710549686408,144.93211808284158,31.364987414022494,0.9825438331207105,0.8138689274753409,0.919397426540884,0.6482107715442562,0.9344558693863114,0.6379657977091631
184,584993,199113,0.6651,0.244385,-0.698425,-0.100281,0.65332,-0.251343,-0.360352,0.616516,-0.103516,0.970703,0.041016,0.599609,0.339844,0.300781,176.74662856034197,145.20688168954075,176.95216400562376,145.1730439303397,31.779120075284055,0.9861956315421926,0.8152220637377495,0.9770681597109794,0.7519934222970305,0.9502706896606539,0.661002350791646
185,585008,199124,0.672363,0.244324,-0.691895,-0.097473,0.653748,-0.251099,-0.357056,0.618103,-0.013672,1.048828,0.109375,0.537109,0.361328,0.296875,177.74664429811773,145.4440364615425,177.58465226099636,145.42695275520705,32.15769950578931,0.9897216060646044,0.8166481176121736,1.0546041853667185,0.7121648454466142,0.9461193205433649,0.6617410034231616
186,585023,199134,0.676025,0.243652,-0.688782,-0.09613,0.654175,-0.251099,-0.354065,0.619385,-0.242187,0.882812,0.207031,0.443359,0.373047,0.25,178.2237745399687,145.6621430709141,178.1914629226315,145.6611560030567,32.5303069195748,0.9931044339901487,0.8179634970566382,0.9385485630877073,0.6310556766958048,0.9157713713063158,0.6417064946370565
187,585038,199145,0.682007,0.24054,-0.684082,-0.095032,0.65448,-0.251404,-0.351257,0.620483,-0.355469,0.722656,0.242187,0.347656,0.353516,0.271484,178.95333990180524,145.8557336690307,178.82805828864076,145.87637433482755,32.951683953813216,0.996653304696549,0.8191722495922352,0.8409782680105354,0.5652803011321021,0.8717742355989755,0.6026880437721264
188,585053,199162,0.684875,0.238708,-0.681946,-0.094543,0.654602,-0.252319,-0.346436,0.622742,-0.359375,0.625,0.263672,0.316406,0.314453,0.318359,179.28692731292375,146.13698512425555,179.2155776851874,146.06872822953767,33.14684945564974,0.9988136349596919,0.8202525862719675,0.7676576803556387,0.5480382276137314,0.8208951903089032,0.5638886595485216
189,585071,199174,0.690186,0.235596,-0.677795,-0.09375,0.654602,-0.25293,-0.343811,0.623962,-0.238281,0.697266,0.173828,0.310547,0.347656,0.304688,179.92960539038842,146.2829733483949,179.4283874913304,146.2606994392916,33.167688052038784,1.0,0.8213307736393837,0.7570824811742773,0.5569011679723791,0.8035499774365846,0.5221763665993011
190,585081,199185,0.693054,0.234619,-0.675232,-0.093201,0.654602,-0.253479,-0.341614,0.624939,-0.234375,0.757812,0.105469,0.261719,0.337891,0.292969,179.68424128085093,146.4058059350931,179.41022563048693,146.43365513613634,32.9765704943506,0.9998987518612881,0.8223021622538518,0.800208958916357,0.5181679243285906,0.807871274060361,0.48046804135528925
191,585092,199203,0.695923,0.233582,-0.672668,-0.09314,0.65448,-0.255188,-0.337402,0.626648,-0.40625,0.746094,0.0625,0.171875,0.306641,0.234375,179.2878235706836,146.6219991196838,179.2431830607328,146.5739483153967,32.6692347453361,0.9989675284905644,0.8230901050594791,0.8518224987261137,0.4224942119497024,0.8233150913661088,0.442563187493956
192,585103,199213,0.698914,0.232239,-0.669922,-0.093567,0.654541,-0.255981,-0.335693,0.627197,-0.472656,0.720703,0.035156,0.167969,0.275391,0.152344,178.86253059758798,146.7205121532544,178.79317398142445,146.7131165125309,32.08005746889356,0.9964588328191158,0.8238717295139402,0.862584751129418,0.3567386749120426,0.8328693138510255,0.4159711167443018
193,585113,199223,0.701843,0.230835,-0.667297,-0.094055,0.654785,-0.256592,-0.334045,0.627563,-0.427734,0.724609,0.076172,0.183594,0.287109,0.111328,178.45171446415304,146.83845102055724,178.3206675546115,146.85304545079987,31.467622103811635,0.9938247196818897,0.8246576265959608,0.8448767668843782,0.35851395830706506,0.8265993056808736,0.41366602840843464
194,585128,199233,0.70752,0.228394,-0.66217,-0.093567,0.655151,-0.257202,-0.332275,0.627808,-0.308594,0.732422,0.126953,0.203125,0.357422,0.103516,177.67955999384668,146.97881433406593,177.864191891545,146.97993404837283,30.88425784317218,0.9912799743140484,0.8253702838904982,0.8048535935988608,0.42394081422410845,0.8093961220054731,0.4337125415224092
195,585143,199243,0.710327,0.227173,-0.659729,-0.092651,0.655334,-0.257996,-0.330322,0.628357,-0.214844,0.695312,0.248047,0.226562,0.443359,0.09375,177.32170914678628,147.105450626438,177.36828556645855,147.12125459720326,30.24703096925529,0.9885154122009897,0.8261639968159967,0.7688589180655968,0.5066424826492544,0.7807167414043574,0.46215329520838366
196,585153,199253,0.712891,0.225769,-0.657532,-0.091736,0.65564,-0.258911,-0.328186,0.628784,-0.279297,0.660156,0.269531,0.228516,0.464844,0.070312,177.00544525535102,147.25644210754857,176.8889270256759,147.26840783208186,29.62051919359405,0.9858431001263499,0.8269904684474664,0.7658065803491114,0.5227267775195756,0.7450131753161651,0.47806377654530124
197,585168,199263,0.717834,0.2229,-0.65332,-0.090759,0.656128,-0.259827,-0.32605,0.629028,-0.294922,0.621094,0.210937,0.208984,0.447266,0.072266,176.38299897215575,147.42711489740654,176.50252150946932,147.41219455910374,29.09032695036558,0.983688979486337,0.8277980324195631,0.7191878481238404,0.4989424433419149,0.711155273313827,0.4658447439289727
198,585183,199273,0.720215,0.22168,-0.651062,-0.090515,0.656494,-0.260681,-0.324097,0.629333,-0.269531,0.597656,0.119141,0.189453,0.388672,0.070312,176.05492176023978,147.5742171949503,176.07245474112736,147.55150138175054,28.52095335937682,0.9812914575478208,0.8285804354505446,0.6663589364434156,0.43806636499165286,0.6829328317346665,0.4302911374569547
199,585193,199283,0.722473,0.220703,-0.648987,-0.09021,0.656738,-0.261353,-0.322388,0.629639,-0.220703,0.583984,0.119141,0.181641,0.308594,0.058594,175.74753241281377,147.6977479691752,175.64399503127748,147.68393192827847,27.960063102999015,0.9789028945856191,0.8293242185548416,0.6355640835871705,0.36284565114246575,0.6495438427360003,0.389604324582824
200,585208,199293,0.726685,0.218933,-0.64502,-0.089355,0.656921,-0.26178,-0.320923,0.630005,-0.207031,0.576172,0.138672,0.197266,0.261719,0.027344,175.17137530507645,147.8019847396721,175.2838503632002,147.80686956030357,27.476980802896634,0.9768951720496886,0.830014685641023,0.6277467101697946,0.3288744502891643,0.6177366461465837,0.35661269673319507
201,585223,199303,0.728882,0.218079,-0.642883,-0.088928,0.657288,-0.261963,-0.31958,0.63031,-0.189453,0.558594,0.103516,0.216797,0.234375,-0.003906,174.86314670610162,147.9185948401883,174.93608746051456,147.92932206362622,27.00676539688834,0.9749564749682903,0.8307024280496904,0.5988616353557806,0.3192927131489223,0.5854330251070704,0.3375548420537691
202,585233,199313,0.730835,0.217346,-0.64093,-0.088623,0.657654,-0.262024,-0.318237,0.630493,-0.197266,0.519531,0.070312,0.238281,0.232422,-0.027344,174.58227563176933,148.04180305753195,174.5606511235642,148.05674803060052,26.503903092963697,0.9728635049445313,0.8314181034264752,0.5601518651767572,0.3339843040937702,0.5312123860259231,0.3355299783191591
203,585243,199323,0.732666,0.216614,-0.639099,-0.088501,0.658203,-0.261963,-0.316833,0.630676,-0.197266,0.462891,0.041016,0.242187,0.236328,-0.054687,174.31610724681155,148.18647971156358,174.2624109838853,148.19368640960388,26.06872457428142,0.9712008857177935,0.8321872043273089,0.5048408312458492,0.34277709159452296,0.47201179689448686,0.3368994527575369
204,585261,199333,0.735535,0.215881,-0.636047,-0.088501,0.658813,-0.261902,-0.315491,0.630737,-0.080078,0.355469,-0.007813,0.238281,0.251953,-0.064453,173.87035072806205,148.33487780404664,173.9937074726833,148.3340215325615,25.65968594012179,0.9697029263066378,0.8329753827055753,0.3644608881814343,0.35272133246941556,0.4168263243477616,0.3296329875983667
205,585272,199343,0.736694,0.21582,-0.634705,-0.088318,0.659424,-0.261902,-0.314087,0.630798,-0.033203,0.330078,0.0,0.216797,0.25,-0.056641,173.68017460668196,148.4866766346889,173.70561018488488,148.47503048836887,25.230579696516003,0.96809685111374,0.833767345599589,0.33174376451261295,0.33572182248105353,0.3870389368606015,0.3157798112989205
206,585283,199353,0.737732,0.21582,-0.633606,-0.088074,0.659973,-0.261963,-0.312866,0.630798,-0.041016,0.320313,0.001953,0.193359,0.199219,-0.054687,173.5196291500915,148.6202704549764,173.42561133732312,148.61200867987372,24.813602657449394,0.9665359228365409,0.8345366701034109,0.3229342726221545,0.28296038735307105,0.37410368188216037,0.31021800702271074
207,585301,199363,0.740051,0.215271,-0.630981,-0.088196,0.660522,-0.261841,-0.311768,0.630859,-0.21875,0.347656,-0.019531,0.205078,0.158203,-0.054687,173.1417891927774,148.74684783656875,173.1905110186498,148.74830935799363,24.442201660656167,0.9652252933872009,0.8353021894201226,0.4112149277409564,0.2647184225965394,0.3867012879351542,0.31211753703591305
208,585312,199373,0.741516,0.214661,-0.629517,-0.088684,0.661011,-0.261536,-0.310669,0.630981,-0.234375,0.371094,-0.033203,0.267578,0.158203,-0.050781,172.91611300900266,148.87137066908798,172.94821004806414,148.88492009903817,24.06328994902597,0.9638745219826989,0.836069450174672,0.4401645563536437,0.31496807021347417,0.40622076973254845,0.31997836526367307
209,585322,199383,0.742859,0.214172,-0.627991,-0.088989,0.66156,-0.260986,-0.309387,0.631226,-0.175781,0.388672,-0.027344,0.326172,0.148437,-0.052734,172.6948491346955,149.01638119464616,172.69311282093918,149.0251523657227,23.667960455216473,0.962452414432179,0.8368570508708244,0.42744891844640337,0.36221898253542706,0.42415667875806173,0.3330566772985009
210,585333,199393,0.744263,0.213867,-0.626465,-0.089172,0.66217,-0.260315,-0.308044,0.631592,-0.142578,0.404297,-0.023437,0.351563,0.121094,-0.048828,172.46866975375357,149.16973033991155,172.4714205275713,149.16537833796943,23.306042189601868,0.9612165315970588,0.8376446162148875,0.42934117349958417,0.37502596361985396,0.418370468809944,0.34063971716801156
211,585343,199403,0.745605,0.213623,-0.624878,-0.089172,0.66272,-0.259521,-0.306702,0.631958,-0.099609,0.400391,-0.003906,0.333984,0.091797,-0.037109,172.2441430144668,149.3214317883992,172.2204101905816,149.30013999953314,22.920270191048445,0.9598172075059477,0.8384014917968888,0.41261381774972106,0.3483519475272099,0.40219771782793157,0.3305019125676098
212,585353,199413,0.746948,0.21344,-0.623413,-0.088989,0.663147,-0.258728,-0.305542,0.632385,-0.060547,0.376953,0.019531,0.296875,0.056641,-0.015625,172.03332772593797,149.44797769780226,171.977527357687,149.42438924273625,22.55313811495074,0.9584631923547683,0.8390993254179007,0.38228387800036767,0.30263362194409266,0.38050670630614636,0.308969879209722
213,585368,199423,0.749268,0.212891,-0.620789,-0.088867,0.663452,-0.257996,-0.304626,0.632812,-0.109375,0.341797,0.017578,0.261719,0.033203,-0.015625,171.66106132405412,149.54517897690664,171.713760752185,149.53686971291273,22.176891039272277,0.9569927550415646,0.8397310608858428,0.35930080144358156,0.26427904721146545,0.36483591037831015,0.28916466729082035
214,585383,199433,0.750366,0.212463,-0.619568,-0.089233,0.663757,-0.257263,-0.303772,0.63324,-0.173828,0.263672,-0.044922,0.251953,0.029297,-0.021484,171.48043497022246,149.63762741066168,171.45690503911942,149.63847063246962,21.8184344066498,0.9555608443420186,0.8403016924306693,0.3189938608374776,0.2545588157459882,0.355125701482354,0.27707931239472805
215,585401,199443,0.752197,0.21167,-0.617371,-0.090576,0.664062,-0.256531,-0.302917,0.633606,-0.216797,0.248047,-0.121094,0.273438,0.029297,-0.023437,171.14983672624373,149.73213269079395,171.20260389585147,149.73581228551254,21.46679161033893,0.9541431747733485,0.8408484022251682,0.3509871938604028,0.27599990402534563,0.3571738716113235,0.2700068289875192
216,585411,199453,0.753235,0.211426,-0.61615,-0.09137,0.664368,-0.255798,-0.302002,0.634033,-0.175781,0.294922,-0.121094,0.285156,0.039063,-0.007813,170.95986444913888,149.82943638618363,170.9793673739034,149.83246754566034,21.14689982824305,0.9528986832240199,0.8413912569616636,0.36406277326994035,0.2879251730467484,0.36823218437801264,0.26656767879046445
217,585421,199463,0.754272,0.211182,-0.614807,-0.092041,0.664673,-0.255127,-0.300964,0.63446,-0.193359,0.322266,-0.113281,0.255859,0.072266,0.027344,170.76182200959812,149.9346859630168,170.74858398073076,149.93022506905206,20.8183589116787,0.951612119627605,0.8419403024509635,0.3925247286452154,0.2672712049080484,0.3799625543253327,0.2579968351730862
218,585432,199473,0.755432,0.210937,-0.613342,-0.092712,0.664917,-0.254822,-0.299927,0.634827,-0.212891,0.337891,-0.111328,0.207031,0.132812,0.023437,170.54487871431377,150.02845527764558,170.54365666794433,150.02522046945174,20.518436198492594,0.9504696976494995,0.8424738347488787,0.4145923652770272,0.2470832962261917,0.37793774039167244,0.23683501984443484
219,585442,199483,0.756592,0.210693,-0.611877,-0.093445,0.665222,-0.2547,-0.298889,0.635071,-0.171875,0.314453,-0.119141,0.158203,0.140625,-0.003906,170.32651800435934,150.1264150276204,170.3072133516875,150.1137907604559,20.19342259123158,0.9491515813018291,0.8429712810535172,0.37764571057407764,0.21170459765909666,0.3679988056436513,0.2081905586074287
220,585453,199495,0.757629,0.210693,-0.610535,-0.094055,0.665466,-0.254761,-0.298035,0.635132,-0.126953,0.287109,-0.132812,0.115234,0.125,0.007813,170.12520016231153,150.20710969279233,170.08136734499178,150.19294970882206,19.88841763616972,0.9478925424835851,0.8434158694803742,0.34086312419210146,0.17019082738208896,0.3393792569943148,0.1861154164305967
221,585468,199505,0.759338,0.210754,-0.608215,-0.095276,0.66571,-0.254883,-0.297363,0.635193,-0.126953,0.251953,-0.138672,0.082031,0.119141,0.003906,169.7776478678546,150.2722878412044,169.87629047788036,150.26603867800065,19.610251799879705,0.9467492867749951,0.8438263664677444,0.3143680995298346,0.1447028668617177,0.3056408434341967,0.17015820077367882
222,585482,199515,0.760071,0.210632,-0.607239,-0.095825,0.665894,-0.255188,-0.296692,0.635193,-0.142578,0.1875,-0.082031,0.0625,0.142578,0.019531,169.63259197611964,150.33048070484756,169.69298093998842,150.33057574038338,19.362405199605035,0.9457273788504894,0.8441888325139834,0.24942698539853303,0.15689549402388842,0.28004606790993675,0.1642397730588673
223,585492,199525,0.760681,0.210327,-0.606506,-0.096436,0.666077,-0.255554,-0.295959,0.635132,-0.181641,0.154297,-0.060547,0.050781,0.158203,0.019531,169.51949437875675,150.3939001235386,169.53044750607492,150.3944993347365,19.135948171338413,0.9448212928605109,0.8445478530775341,0.24590029747643657,0.16729721794160238,0.26640862854915104,0.17406485286959167
224,585502,199535,0.761292,0.209839,-0.605774,-0.097046,0.66626,-0.255981,-0.295288,0.635132,-0.203125,0.138672,-0.042969,0.042969,0.173828,0.033203,169.4099703148995,150.44910033953403,169.39632892111396,150.48919280028176,18.907136120832206,0.944073613026874,0.8450796895881162,0.24967183295277823,0.182112459085039,0.2584743746347934,0.2065704036376689
225,585513,199545,0.761902,0.209229,-0.605164,-0.097717,0.666504,-0.256531,-0.294373,0.635071,-0.236328,0.126953,-0.048828,0.078125,0.201172,0.039063,169.3125329927441,150.52672766455794,169.26980254018665,150.6021190006756,18.667683539511046,0.9433682579601623,0.8457139284558662,0.27267592738817265,0.21931622643571086,0.26171683023595466,0.24602928196324125
226,585530,199563,0.763062,0.207825,-0.603821,-0.099365,0.667236,-0.257263,-0.291992,0.635132,-0.236328,0.128906,-0.054687,0.191406,0.238281,0.03125,169.1070549430498,150.74575516893063,169.14420959232498,150.73297887795752,18.411230714367463,0.9426681065651077,0.8464488900512421,0.2746968299580467,0.30723062070210383,0.2653909920570391,0.29701539972683555
227,585541,199573,0.763733,0.207153,-0.603149,-0.100098,0.667725,-0.257507,-0.290405,0.635254,-0.220703,0.142578,-0.039063,0.212891,0.277344,0.056641,168.9999600714831,150.89511170681678,168.99003874559298,150.8862976151127,18.103741130480273,0.9418086400484441,0.8473099896182075,0.2656392634043394,0.35418988565175036,0.2836605953210308,0.35416197654620996
