sample,timestamp_w,timestamp_b,qw_w,qx_w,qy_w,qz_w,qw_b,qx_b,qy_b,qz_b,gx_w,gy_w,gz_w,gx_b,gy_b,gz_b,angle_w,angle_b,angle_w_s,angle_b_s,angle_diff,angle_w_norm,angle_b_norm,gyro_w,gyro_b,gyro_w_s,gyro_b_s
71,583473,197705,0.597412,0.258545,0.705688,-0.279724,0.124207,0.305481,0.597351,-0.731018,2.830078,0.117188,-0.253906,2.8125,-0.046875,-4.871094,12.732233342409307,53.90622417992222,13.558549092004494,52.7353846449462,-39.17683555294171,0.07531433308902187,0.29605506654697483,2.843860539876032,5.62493646830442,2.9996316173679034,5.646759601291374
72,583488,197715,0.587097,0.275085,0.69873,-0.30249,0.102234,0.292175,0.59491,-0.74176,3.074219,0.201172,-0.349609,2.480469,-0.091797,-5.041016,16.232243205305007,56.557459135583834,15.67558608903077,56.569306753146954,-40.89372066411619,0.08711632063758158,0.31758791196696295,3.1005675426324775,5.618985269728512,3.083344111668923,5.670645973625886
73,583503,197725,0.580872,0.284546,0.694519,-0.315125,0.079041,0.277161,0.593079,-0.751831,3.351563,0.251953,-0.314453,2.318359,-0.121094,-5.166016,18.226915429711,59.31314028034255,18.228848439650534,60.45861283924948,-42.22976439959895,0.10135016280120379,0.3394318160368783,3.3756977865897593,5.663671381884104,3.238685021369201,5.741840655520816
74,583513,197740,0.574707,0.292908,0.690674,-0.326904,0.033936,0.247009,0.588684,-0.768921,3.244141,0.294922,-0.457031,2.316406,-0.115234,-5.261719,20.068095948918504,64.75215240745392,21.333421426213196,64.41401262091503,-43.08059119470184,0.1186574331901835,0.3616469288297747,3.2894235283596425,5.7501915156412835,3.4472434356872332,5.8237990019428825
75,583534,197752,0.560181,0.308838,0.683411,-0.351807,0.010132,0.230286,0.5849,-0.77771,3.484375,0.474609,-0.691406,2.693359,-0.341797,-5.408203,23.88475427190885,67.76408819294491,24.24078756893281,68.45614540915872,-44.21535784022591,0.13486532141494234,0.3843491690005235,3.583875709388092,6.051418642045765,3.7065977784465716,5.880639745493498
76,583548,197770,0.541199,0.325928,0.675659,-0.379944,0.035034,-0.195312,-0.575928,0.793091,3.75,0.603516,-0.824219,2.605469,-0.503906,-5.419922,28.255098275222608,73.68322308824997,27.21847136219599,73.11068351614358,-45.89221215394759,0.1514652141428463,0.4104909232486777,3.886652611466196,6.034728200414746,3.918165683055674,5.928070520826548
77,583561,197785,0.529297,0.335022,0.671387,-0.396057,0.058105,-0.176453,-0.57074,0.799805,4.160156,0.792969,-1.183594,2.478516,-0.580078,-5.326172,30.769073918903093,76.76812307680223,30.31552606023128,77.26412393207997,-46.94859787184869,0.16873057182661058,0.43381831173322394,4.397339256429165,5.903188987481596,4.131385911482365,5.942548983109524
78,583572,197805,0.517517,0.342834,0.667542,-0.411133,0.100403,-0.140076,-0.559631,0.810608,4.128906,0.853516,-1.371094,2.570313,-0.767578,-5.255859,33.11533439602692,82.58583081526689,33.115092123650754,81.39290727002073,-48.277815146369974,0.1843374997491068,0.4570072161708844,4.433537309635276,5.90082525854935,4.291431435653489,5.875208232613845
79,583582,197815,0.504272,0.349854,0.664001,-0.427002,0.120972,-0.121094,-0.553284,0.815247,3.910156,0.898437,-1.695313,2.482422,-0.853516,-5.197266,35.55336943909494,85.51935448713584,36.005410701917235,85.49784120113125,-49.49243049921402,0.20045035177766699,0.4800621727671071,4.3555246704930966,5.822583827056164,4.460706690175097,5.847770536448884
80,583593,197825,0.49054,0.355164,0.661377,-0.442566,0.140991,-0.101807,-0.546936,0.818909,3.748047,0.966797,-2.058594,2.314453,-0.935547,-5.140625,37.88258458900622,88.4080048826487,38.927343334357985,90.16888210891061,-51.24153877455262,0.21673944478559992,0.5062966133684202,4.384103330243711,5.714714889567371,4.560094010935568,5.819849857859333
81,583614,197843,0.459167,0.362854,0.65741,-0.47467,0.18103,-0.061646,-0.534668,0.82312,3.822266,1.193359,-2.523438,2.152344,-1.023438,-5.394531,42.70669116655499,94.20789274380257,42.37994120513808,94.86452046569582,-52.48457926055774,0.23598687274192143,0.5326692031162787,4.733028884074235,5.897539719589941,4.72777124655024,5.759921710807848
82,583624,197865,0.440674,0.366028,0.65564,-0.491882,0.221008,-0.020996,-0.520996,0.824219,3.84375,1.300781,-2.736328,2.197266,-0.943359,-5.244141,45.37873708110686,100.12332761569905,46.4647248223571,99.58586328573764,-53.12113846338055,0.2587585888038969,0.5591861594470483,4.894275860231521,5.763585594533841,5.041890925917457,5.686346824957612
83,583642,197882,0.403381,0.368347,0.653931,-0.523437,0.258789,0.018372,-0.50354,0.824097,3.623047,1.449219,-3.544922,2.482422,-0.912109,-4.9375,50.3783237499274,106.0640225991929,50.75724787675934,104.2545271750641,-53.49727929830476,0.28268840378168014,0.5854072497586419,5.271923487708637,5.601184523291926,5.430947632754256,5.633431311550845
84,583661,197894,0.358826,0.365906,0.65332,-0.557312,0.277405,0.038879,-0.493652,0.823303,4.042969,1.511719,-4.060547,2.314453,-1.033203,-4.830078,55.97728752519,109.126068587345,54.717102793823685,108.91440936701483,-54.19730657319114,0.3047636714746596,0.6115790185329741,5.926123067329179,5.454709397804983,5.793848076646404,5.58428760577865
85,583671,197905,0.332825,0.363953,0.651184,-0.576843,0.293274,0.057007,-0.485474,0.821594,4.494141,1.482422,-4.203125,2.097656,-1.083984,-4.912109,59.34519986101744,111.751324329281,58.84193987646778,113.53408070745058,-54.69214083098281,0.32775867626559324,0.6375249470253597,6.329386864427707,5.450137322533535,6.156969318269044,5.430082303408712
86,583681,197925,0.308838,0.361755,0.648132,-0.594727,0.328186,0.095886,-0.467529,0.815186,4.644531,1.433594,-4.386719,2.292969,-0.978516,-5.072266,62.505965751876744,117.50730370355618,63.37093298035673,117.5156514419206,-54.14471846156387,0.3530067566225691,0.6598870463937077,6.54753110353498,5.651821190728967,6.475390143238324,5.309680477191787
87,583692,197943,0.281982,0.358215,0.644409,-0.613892,0.359314,0.13269,-0.444458,0.809814,4.601562,1.421875,-4.671875,2.71875,-0.697266,-4.128906,66.00292249432732,123.22168431787787,67.4874253846001,121.40001762531783,-53.91259224071773,0.37595524177746403,0.681703205987251,6.709882068344719,4.99255908268415,6.677980136668971,5.1667894827016285
88,583712,197953,0.226013,0.346558,0.63739,-0.650024,0.373047,0.149963,-0.431641,0.807495,4.251953,1.341797,-5.21875,2.658203,-0.744141,-4.167969,73.02328926937214,125.97187627154287,71.63120416853702,125.67363414880037,-54.04242998026335,0.39905584213574985,0.7057055517280837,6.864027612555037,4.999175392207299,6.838835910840075,4.87261589156847
89,583723,197963,0.196777,0.338318,0.634155,-0.666809,0.38562,0.166504,-0.419678,0.804626,4.074219,1.298828,-5.464844,2.5,-0.873047,-3.931641,76.55974954640688,128.54789950433116,76.6284397528351,129.17302904636,-52.54458929352489,0.42691426512313685,0.7253595580605204,6.939073034482416,4.740254425354192,7.011152957929357,4.446706724528734
90,583733,197985,0.167419,0.328674,0.63092,-0.682556,0.406799,0.197327,-0.398499,0.797974,4.089844,1.216797,-5.716797,2.066406,-0.96875,-3.259766,80.06409378070205,133.11940694669377,82.41690908106474,131.86904227959937,-49.452133198534625,0.45918363171094145,0.7405014505046603,7.133665735283228,3.979269366867742,7.1434290030364,4.054562207178989
91,583753,197995,0.106323,0.30542,0.621155,-0.713867,0.414795,0.211304,-0.389954,0.794495,4.371094,0.914062,-5.912109,1.826172,-1.146484,-2.785156,87.49214367336714,135.00427819135444,87.5585887363254,134.54685468729429,-46.98826595096888,0.4878472967084389,0.7555411198070919,7.4091163389813905,3.5222753555302857,7.226238566187615,3.544286278387375
92,583768,198005,0.045654,0.277161,0.608826,-0.741943,0.421692,0.224976,-0.382813,0.790588,4.201172,0.753906,-6.009766,1.355469,-1.15625,-2.453125,94.94526913547553,136.70175048407458,92.67659958133947,136.93569356631613,-44.25909398497666,0.5163790136085663,0.7689577977842497,7.371262293879929,3.031836495935426,7.283650945609351,3.0086490654740436
93,583782,198024,0.014587,0.260315,0.602356,-0.754456,0.433716,0.245605,-0.372986,0.782593,3.824219,0.396484,-6.179687,0.960937,-0.720703,-2.132813,98.73168754567543,139.36093831001745,99.26838812952792,138.60001039660722,-39.3316222670793,0.5531266975072114,0.7783052691269476,7.278075428311114,2.4477957482492285,7.3739923491275805,2.5155724701894564
94,583793,198035,0.013306,-0.243774,-0.59613,0.764832,0.439026,0.253296,-0.368347,0.779358,3.712891,0.222656,-6.195312,0.916016,-0.445312,-1.792969,102.1498037714772,140.49209389944045,105.82595661305538,140.09574178020722,-34.26978516715184,0.5896836125257628,0.786705896934172,7.226134931591092,2.062068360787537,7.433268597612466,1.8968157839797317
95,583818,198045,0.100464,-0.183228,-0.573853,0.79187,0.443359,0.259277,-0.363953,0.777039,3.763672,-0.154297,-6.583984,0.759766,-0.279297,-1.279297,113.02303652164434,141.44099109814917,112.31078175914872,141.2787378926342,-28.967956133485487,0.6258350004024437,0.7933500779327505,7.585372752874377,1.5138863904448048,7.515884374579892,1.317427144979543
96,583840,198063,0.158508,-0.134583,-0.559143,0.802551,0.447815,0.265808,-0.358765,0.774658,3.275391,-0.595703,-6.949219,0.173828,-0.130859,-0.369141,120.27998609100442,142.48293510935451,118.77320229844251,141.91467889952156,-23.14147660107905,0.6618614878211495,0.7969217778815435,7.705497581405824,0.42849192448166395,7.616450932230056,0.9429393976282701
97,583861,198073,0.214355,-0.081848,-0.544495,0.806763,0.448364,0.266602,-0.358032,0.774414,2.953125,-1.066406,-7.123047,0.119141,0.0625,0.009766,127.36939486594221,142.61673104620954,125.2138132419157,142.25799183054764,-17.044178588631937,0.6977663918293266,0.7988499611011908,7.784341178717052,0.13489330093447932,7.716288434063979,0.744644490019879
98,583871,198083,0.242493,-0.053528,-0.536133,0.806763,0.447571,0.265808,-0.357544,0.77533,2.833984,-1.164063,-7.152344,0.146484,0.248047,0.498047,131.04379024214444,142.54064334445414,130.1639665590094,142.29015386292298,-12.126187303913582,0.7253623421570083,0.799030595984213,7.780908216561933,0.5753570114928643,7.751248279536331,0.7556088750422747
99,583881,198094,0.267578,-0.027344,-0.528503,0.805176,0.44519,0.263428,-0.357666,0.777466,2.630859,-1.298828,-7.146484,-0.021484,0.332031,1.017578,134.35285848884308,142.2086585545708,134.32878868367106,141.94600361983868,-7.617214936167613,0.7485802542323602,0.7970977100839662,7.725322440760709,1.0705938227455827,7.791037031884748,1.074257137420431
100,583892,198104,0.293457,0.000793,-0.520935,0.801575,0.441345,0.259277,-0.358765,0.780518,2.3125,-1.462891,-7.261719,-0.183594,0.519531,1.46875,137.7738031071129,141.60180126002584,138.427118789435,141.07780896325448,-2.65069017381947,0.7714274888088248,0.7922215804164648,7.760171980236134,1.5687083155567831,7.7814755116933,1.6541432987882534
101,583903,198115,0.318787,0.028992,-0.514099,0.795776,0.436523,0.253296,-0.360779,0.784302,2.042969,-1.570313,-7.472656,-0.414062,0.671875,1.861328,141.10409671431262,140.76218389393298,143.1039796776776,139.86929840191658,3.2346812757610053,0.7974998975796289,0.7854341000318087,7.904441343147914,2.021733236372445,7.734087998748619,2.2727473047710265
102,583919,198132,0.369324,0.086182,-0.499817,0.778687,0.423096,0.235657,-0.368225,0.79364,1.980469,-1.53125,-7.320312,-0.878906,0.945312,2.746094,147.861045394762,138.27575776328865,147.72433197066363,137.82284201764048,9.901489953023145,0.8232572841101317,0.7739403795706893,7.73653357775981,3.034324107773591,7.4474299064049685,3.149455718858545
103,583940,198145,0.413452,0.140869,-0.480652,0.760376,0.413635,0.223083,-0.373962,0.799561,2.283203,-1.521484,-7.027344,-1.138672,1.089844,3.3125,154.42809468335733,136.49809053776457,152.23544837252606,134.52877680090788,17.706671571618187,0.8484057060222988,0.7554395871410406,7.543970651838526,3.668377041406731,7.3930075418515475,4.352022935722571
104,583951,198163,0.432434,0.16687,-0.470886,0.75061,0.389038,0.19281,-0.389771,0.812134,1.8125,-1.580078,-5.814453,-1.929688,1.212891,4.955078,157.45461995377337,131.97637663319045,156.7512038078126,130.52181545229377,26.229388355518836,0.8735799894639457,0.7329348838923702,6.292031979042462,5.454135893183173,7.311091733886949,5.718235311552616
105,583961,198184,0.450256,0.191589,-0.46167,0.739868,0.35083,0.149536,-0.415588,0.825745,2.171875,-1.734375,-6.953125,-3.214844,1.257813,6.75,160.32938511642504,125.13147517636278,161.21935728774034,125.94206524633528,35.27729204140506,0.8984889031056218,0.707213168514761,7.488060157469023,7.581544399876914,7.242641397469702,7.198342524923272
106,583972,198194,0.469421,0.220032,-0.449158,0.727661,0.326172,0.123596,-0.43396,0.830688,2.833984,-1.716797,-6.722656,-4.261719,0.933594,7.703125,163.68287389074533,120.72737715086242,165.02497566760567,120.4481855628209,44.57679010478478,0.9197043380729037,0.676357335077747,7.494862303324925,8.852795115522667,7.15927735068163,8.910107212767823
107,583992,198205,0.500244,0.275146,-0.418091,0.706604,0.296204,0.094727,-0.458313,0.832642,3.619141,-1.570313,-6.253906,-5.726562,0.332031,8.716797,170.20181279440064,115.37700673349613,168.84457631455922,114.29707761472147,54.547498699837746,0.9409977209184265,0.6418102439084263,7.394281895673575,10.434860174626875,7.275090045560281,10.608739834639588
108,584003,198215,0.513367,0.302551,-0.400452,0.696106,0.260559,0.063965,-0.489441,0.829712,3.630859,-1.587891,-5.923828,-7.470703,-0.472656,9.667969,173.45618658268407,109.02869212019266,172.37740079480395,106.19011409568414,66.18728669911981,0.96069239351303,0.596278282811064,7.127150417898166,12.227200480629488,6.912848535632119,12.359797715801852
109,584014,198225,0.524475,0.328979,-0.382629,0.68573,0.21637,0.030212,-0.529541,0.819641,3.728516,-1.539063,-5.5625,-9.201172,-1.318359,10.398438,176.55262318854102,101.22083689269334,174.38432351990676,97.14662157727241,77.23770194263435,0.9718805196751403,0.5454863989490399,6.871095453435719,13.947299002541998,6.29465126036736,13.899178834042345
110,584032,198245,0.541138,0.376038,-0.349182,0.666199,0.118103,-0.028809,-0.614197,0.779724,3.115234,-1.359375,-4.546875,-11.191406,-3.582031,11.349609,177.99350751764882,84.59665758117609,174.74537756880386,87.30602623009759,87.43935133870627,0.9738933117970664,0.4902176656594083,5.676852607828215,16.336833805688237,5.582904659054881,15.0992575960772
111,584052,198255,0.552002,0.412903,-0.321594,0.649109,0.059204,-0.053345,-0.655212,0.751282,2.607422,-1.097656,-3.375,-10.761719,-4.988281,11.541016,173.71748751625918,75.50991455880381,173.9194663019387,75.10536642498771,98.814099876951,0.9692890490933681,0.42169386309092444,4.403875927001123,16.549700706725123,4.679594383297858,15.920594054147937
112,584062,198265,0.555298,0.428101,-0.309814,0.642212,0.006348,0.072876,0.690552,-0.719543,2.351563,-0.951172,-2.876953,-9.847656,-6.359375,11.519531,172.0070830388862,66.17402999762209,172.27809396282885,62.78573032147351,109.49236364135534,0.9601387810839118,0.3525018418758743,3.835548889111179,16.43525398480115,3.7239790585183328,16.10245300016557
113,584080,198284,0.559631,0.45105,-0.290405,0.631653,0.144531,0.106323,0.733459,-0.65564,1.724609,-0.412109,-1.916016,-8.994141,-6.826172,11.802734,169.32663024835824,48.02539309464327,170.19665562079638,52.242190369627295,117.95446525116908,0.9485352477350532,0.2932850895383785,2.610599039113054,16.333882770983173,2.9395467799672685,15.635728522414396
114,584091,198294,0.560608,0.458862,-0.282349,0.628845,0.212463,0.128235,0.734863,-0.631165,1.566406,-0.142578,-1.380859,-2.861328,-6.255859,13.167969,168.3457614929917,39.622656375122325,168.8703302674918,42.137304311593226,126.73302595589857,0.9411412931999991,0.2365319935355091,2.093018829538091,14.856593732630168,2.3422616573097086,14.9381801335012
115,584102,198304,0.560364,0.464661,-0.27478,0.628174,0.27655,0.154785,0.725159,-0.611328,1.580078,0.220703,-0.730469,-1.546875,-5.597656,12.742188,167.58631580748664,31.878957821944944,167.83556449448506,31.724766048245368,136.1107984462397,0.9353727153310929,0.17805099926210094,1.754691215072897,14.003211416932368,1.8249604651734739,14.040054569472124
116,584112,198317,0.55896,0.468079,-0.268066,0.629761,0.335266,0.178467,0.712708,-0.589783,1.287109,0.552734,-0.216797,-2.650391,-5.673828,11.462891,167.08586074973618,24.985484268633495,167.34796197301648,24.31692078160004,143.03104119141645,0.9326544449866908,0.13644556688237972,1.4174503137133239,13.061958762159144,1.6252341799109171,12.907179699164397
117,584123,198331,0.55719,0.468933,-0.262878,0.632935,0.434692,0.199646,0.700195,-0.529968,0.896484,0.808594,0.320313,-4.751953,-5.292969,9.595703,166.83325417385248,14.111338680882811,167.26149565885223,19.247201340151985,148.01429431870025,0.9321724154498572,0.10797198761432292,1.249042928430004,11.944626164655762,1.6329214098095437,11.873751673128186
118,584133,198343,0.554626,0.466919,-0.259399,0.638062,0.47821,0.202271,0.697937,-0.493225,0.53125,1.152344,0.994141,-5.947266,-4.300781,7.744141,166.88861764101532,10.986166761416627,167.53311437846895,18.401808944339443,149.1313054341295,0.9336866264680751,0.10322392459569059,1.6119676128002696,10.669508419444544,1.9661625700795997,13.197038299610597
119,584148,198365,0.546631,0.455322,-0.257324,0.653992,0.553955,0.204468,0.683044,-0.429871,0.236328,1.404297,1.585938,-5.457031,-4.867187,6.357422,167.91342992217056,14.274059167882045,168.48740285351815,21.250462453271815,147.23694040024634,0.9390065621688138,0.11922310609490316,2.1314549790312247,9.689453602449108,2.4864748447355276,15.490752850678543
120,584161,198383,0.540161,0.445862,-0.258484,0.665283,0.650879,0.18866,0.648804,-0.34613,-0.134766,1.839844,2.880859,-7.482422,-14.212891,12.929688,168.94440940557016,27.651995842882222,169.92909463955675,28.44344886138138,141.48564577817538,0.9470436576619906,0.15962180488500097,3.420897016423178,20.61964454934442,3.325813829839197,16.638560589722886
121,584180,198393,0.523926,0.42157,-0.265991,0.690674,0.725708,0.203064,0.589233,-0.291443,-0.431641,1.976563,3.472656,-0.371094,-14.560547,19.738281,171.85730312498217,39.228751813295354,171.82414260425944,37.81829282539703,134.0058497788624,0.9576081081249538,0.21227469146343836,4.01901168699296,24.530531517498883,4.2504906182942195,17.037046815381768
122,584192,198403,0.512268,0.404724,-0.273376,0.706421,0.782715,0.229126,0.530762,-0.23053,-1.068359,2.183594,4.873047,-4.294922,-7.84375,15.255859,174.0417131040456,50.07627072143066,174.13052892961747,48.315672972601476,125.814855957016,0.9704656740211941,0.27123219181043545,5.445737853948351,17.68366485987746,5.2526145315127435,20.233656686780655
123,584203,198413,0.499878,0.387634,-0.281982,0.721313,0.818481,0.218933,0.499512,-0.180603,-1.363281,2.232422,5.660156,-10.169922,-6.083984,4.458984,176.3638574645288,57.86038658149487,174.95329349104682,58.76581845929677,116.18747503175005,0.9750523945759246,0.3299244033449567,6.235351555075383,12.661939547738964,6.456888666579974,21.337523656104256
124,584213,198423,0.483215,0.365784,-0.294006,0.739075,0.859253,0.152954,0.467957,-0.138916,-1.726563,2.333984,6.525391,-21.548828,-13.835938,1.814453,179.44536154896053,66.76095990390428,174.21330826928073,69.2756270643127,104.93768120496803,0.9709271495350165,0.3889517068995597,7.1420745451238465,25.672502959443538,7.871867270591958,19.793629521509125
125,584233,198433,0.44281,0.314392,-0.326172,0.773743,0.904968,0.062134,0.412903,-0.081665,-3.078125,2.400391,8.597656,-20.142578,-15.220703,6.771484,173.0582322127169,79.90272327635867,170.5090725805194,79.0756235511138,91.4334490294056,0.9502768994273897,0.44399242069375483,9.442267691759326,26.13897939596244,9.756852621682498,18.441884837845173
126,584244,198443,0.415771,0.282166,-0.348267,0.791321,0.935547,0.0,0.352112,-0.027405,-3.847656,2.390625,10.126953,-10.056641,-12.46875,5.099609,168.1573770161518,91.77779483837502,163.10852833077976,88.25410460232774,74.85442372845202,0.9090205911008573,0.49554245433771726,11.093904707052879,16.811060844523226,12.06594668777402,17.902636552942397
127,584262,198453,0.341492,0.199036,-0.403015,0.825439,0.954163,-0.021973,0.298462,-0.002869,-5.263672,2.939453,13.59375,-1.1875,-10.783203,1.291016,155.52053466023887,99.07625315543612,153.1810787936803,96.43533373263422,56.745745061046094,0.8536773750917,0.5414915209167113,14.870664609401054,10.924941441557708,14.492757557965103,14.635683479982996
128,584281,198464,0.236145,0.092041,-0.464294,0.848633,0.968323,-0.019104,0.248901,0.003479,-6.173828,2.880859,16.423828,1.701172,-9.763672,1.044922,139.36113621583075,103.75279183756466,142.5894219502302,102.77228218870853,39.81713976152166,0.7946313582480633,0.5770823669715147,17.78082188553299,9.965698123225085,16.907076269714356,11.287216573242974
129,584291,198474,0.169067,0.030518,-0.495728,0.851318,0.978638,-0.006653,0.205078,0.011292,-6.84375,2.474609,17.849609,2.421875,-8.539063,2.900391,129.8081138634632,107.66710555543663,130.67930562925895,108.50513553134101,22.174170097917937,0.7282352372924805,0.6092803723974256,19.276128896079264,9.337737594646521,19.408969576034035,10.016905370046802
130,584301,198485,0.098022,-0.028198,-0.524475,0.845276,0.985413,0.010437,0.167236,0.029907,-8.003906,1.613281,19.904297,2.603516,-7.005859,5.695312,120.09994799546627,111.58746555673018,118.80418686560715,113.76186580677407,5.042321058833082,0.6620342195572448,0.6388042795715837,21.51386125050559,9.396644862262328,21.516642651197767,9.68978105169617
131,584312,198503,0.011169,-0.091309,-0.554504,0.827087,0.987976,0.046326,0.105835,0.102722,-9.421875,0.533203,21.634766,1.189453,-5.285156,8.947266,108.60679541129554,120.4420615515374,107.41024051497735,119.04398878220255,-11.6337482672252,0.5985156258113741,0.6684708023410425,23.60337123865127,10.459504828542363,23.27790649243289,9.404690294928944
132,584323,198513,0.084839,0.149841,0.58252,-0.794373,0.985168,0.053467,0.077393,0.143311,-11.230469,-1.421875,22.748047,-1.207031,-5.134766,7.646484,96.14494084198004,125.35990453260143,92.90750294103715,124.48974135043063,-31.582238409393483,0.5176662459903814,0.6990563345813389,25.40902998521972,9.28931984980456,24.4556298391635,9.278310965228815
133,584333,198523,0.191895,0.202148,0.606934,-0.744263,0.982117,0.047607,0.04895,0.175415,-12.607422,-3.0,23.214844,-3.716797,-5.09375,5.759766,82.39140446268163,130.16340671470707,78.21507923970208,130.0936062428828,-51.87852700318072,0.4357594102454754,0.7305298890976302,26.5871410917086,8.54024433938895,24.101832569083406,9.258534815754313
134,584347,198534,0.386169,0.260925,0.631958,-0.619263,0.979309,0.029175,0.019836,0.19928,-12.751953,-4.425781,21.238281,-6.09375,-4.650391,4.126953,57.29442599376225,134.89586839657707,63.77611762854108,135.73202505303624,-71.95590742449517,0.35526556654391495,0.7621975122849894,25.164745629732305,8.70584094614587,24.038470646042896,8.93058016014491
135,584361,198545,0.467163,0.263611,0.635559,-0.555298,0.976196,6.1e-05,-0.009583,0.216797,-12.222656,-6.623047,14.021484,-7.667969,-4.277344,3.058594,46.637829488790885,139.6067900189909,48.541095286873684,141.2582644126434,-92.71716912576971,0.2703338699174738,0.7932350906514731,19.744874900105117,9.297764114889826,24.64634601635865,8.65883162120947
136,584373,198563,0.545959,0.259644,0.632141,-0.48468,0.965576,-0.066101,-0.065918,0.242798,-14.458984,-7.732422,16.535156,-7.314453,-3.945313,2.953125,36.41198735549058,148.6341556023047,37.54420937390607,146.569479249378,-109.02526987547192,0.20902879551391834,0.8230650049909235,23.286561623448748,8.819731550495344,24.009482893780856,8.280351491939655
137,584388,198573,0.705811,0.214478,0.608032,-0.293396,0.957397,-0.09613,-0.092346,0.256042,-21.404297,-7.326172,17.248047,-6.371094,-3.714844,2.916016,19.96982913364306,152.99110133063724,32.3116155366384,151.56009088729016,-119.24847535065176,0.179858305153642,0.8510942830820186,28.44840683679847,7.930577155127362,24.448698042881837,7.584163191371061
138,584403,198584,0.751221,0.238159,0.549194,-0.278137,0.949097,-0.1203,-0.114929,0.267578,20.158203,-10.103516,6.265625,-5.234375,-3.298828,2.431641,27.40697489784357,156.71948089838,31.587566447868227,156.1395706464915,-124.55200419862328,0.17582190033775325,0.8768144795220877,23.402825478819647,6.647843693039872,25.7214291454173,6.58861282168642
139,584413,198595,0.780029,0.226257,0.520264,-0.263977,0.941223,-0.138306,-0.134399,0.277283,-26.708984,-5.677734,1.734375,-3.716797,-3.060547,2.029297,31.13145680742391,159.84892658613788,34.897597042515386,159.85673250261598,-124.9591354601006,0.19427454897745605,0.8976915525011648,27.3608213752372,5.224899443302904,24.454642551437395,5.697157143532496
140,584428,198605,0.858154,0.031738,0.487732,-0.157227,0.934082,-0.149292,-0.151611,0.286743,-24.287109,-9.550781,0.757812,-2.238281,-3.109375,1.996094,43.017584044940016,162.50418881499778,43.24289665085261,163.170649262037,-119.92775261118439,0.240797648103708,0.9163038391625672,26.10853041278245,4.3200122664666125,21.698943324996833,5.00708171690551
141,584443,198623,0.889526,-0.032837,0.43512,-0.135376,0.919617,-0.155701,-0.181335,0.311646,-9.6875,-13.806641,-1.708984,-0.533203,-3.246094,2.865234,52.96214032872639,167.21996488292694,53.42016454277255,166.1792187376894,-112.75905419491687,0.29753354318136255,0.9332011729179785,16.95262865354919,4.362453159725729,19.852466235318857,4.536213478929252
142,584453,198633,0.916992,-0.066711,0.374146,-0.121338,0.911316,-0.15509,-0.194458,0.328064,-1.101563,-14.550781,1.505859,-0.179687,-3.115234,3.214844,61.69632717532915,169.56068512774226,64.4111228836847,169.00326196362033,-104.59213907993563,0.35880557275306574,0.9490621331897753,14.669910704595685,4.480200021992434,17.00482375487173,4.316478019104298
143,584472,198643,0.958069,-0.115356,0.246887,-0.088501,0.902832,-0.154602,-0.205811,0.344482,-4.542969,-13.419922,-0.261719,-0.388672,-2.845703,3.191406,78.29331435744326,171.76232827664214,74.40395759104823,171.76441755664956,-97.36045996560134,0.41451329583810353,0.9645698912733468,14.170440030429754,4.293502503158581,14.088244479348623,4.289781818720937
144,584482,198653,0.968262,-0.145264,0.186768,-0.080811,0.894043,-0.156372,-0.217224,0.359253,-5.027344,-11.927734,-2.158203,-1.166016,-2.726563,2.869141,86.08624851198468,173.96914271579263,84.62208993749717,174.08003602240765,-89.45794608491049,0.47147700071984155,0.9775753340203929,13.122608973001558,4.126222144178135,12.754233662436842,4.310799766472819
145,584493,198663,0.972961,-0.171753,0.13147,-0.080688,0.884827,-0.161316,-0.230286,0.371582,-3.177734,-10.712891,-2.824219,-1.962891,-2.777344,2.441406,92.98175758175759,176.3099667801438,93.97500922033137,175.88484325352866,-81.90983403319728,0.5236173445464938,0.9877118558442135,11.525634035166917,4.1865312645498065,11.441138770085095,4.379227822489275
146,584508,198674,0.974731,-0.200378,0.03363,-0.09314,0.875122,-0.168396,-0.245422,0.381592,-1.607422,-9.587891,-3.349609,-2.460938,-3.019531,2.1875,104.05280206097117,178.79805721171735,101.51660789996721,176.69486134188998,-75.17825344192276,0.5656599984246828,0.992261242553654,10.282574568990299,4.4675428984851395,10.1025234023515,4.525343165710849
147,584523,198685,0.9729,-0.206299,-0.008484,-0.103943,0.864807,-0.176453,-0.262207,0.390198,0.15625,-7.064453,-3.96875,-2.835938,-3.283203,2.105469,108.46092358950011,178.58472128334736,108.32114843557804,175.97360421580484,-67.6524557802268,0.6035937250377525,0.9882103730352473,8.104436242836945,4.82234030207471,9.10334825474396,4.598677845356628
148,584538,198695,0.965027,-0.216064,-0.079956,-0.125183,0.853516,-0.185608,-0.280151,0.398254,-0.595703,-6.570312,-3.519531,-3.111328,-3.296875,2.166016,116.0013077556225,175.81241871844878,114.52196442550442,174.28194656887564,-59.75998214337122,0.6381618281019962,0.9787093446922479,7.477363191761786,5.024079219266452,8.451901475809132,4.554108003717097
149,584552,198713,0.958557,-0.220215,-0.118591,-0.136414,0.829468,-0.204285,-0.31366,0.41449,-0.050781,-7.113281,-3.929688,-2.556641,-2.898438,2.291016,120.1089511900388,170.36285708536687,119.345205700401,171.68046252316387,-52.33525682276287,0.6650502733913263,0.964098366107405,8.126733234963849,4.492895542407035,8.073837439514897,4.355473538813648
