sample,timestamp_w,timestamp_b,qw_w,qx_w,qy_w,qz_w,qw_b,qx_b,qy_b,qz_b,gx_w,gy_w,gz_w,gx_b,gy_b,gz_b,angle_w,angle_b,angle_w_s,angle_b_s,angle_diff,gyro_w,gyro_b,gyro_w_s,gyro_b_s,gyro_w_norm,gyro_b_norm,angle_w_norm,angle_b_norm
61,583572,197573,0.517517,0.342834,0.667542,-0.411133,0.366638,0.359985,0.660034,-0.548035,4.128906,0.853516,-1.371094,3.416016,0.958984,-1.150391,33.051246019204115,21.17269486989529,33.050971387835595,20.446252754573234,12.604718633262362,4.433537309635276,3.7299081861880996,4.253437395961396,3.91431128440774,0.1706285239681776,0.18936533169985875,0.1841044953421715,0.11560094934069605
62,583582,197583,0.504272,0.349854,0.664001,-0.427002,0.352173,0.36377,0.654602,-0.561401,3.910156,0.898437,-1.695313,3.582031,0.90625,-1.751953,35.488740287333215,23.400964729824338,35.9406348424326,23.012773223379796,12.927861619052806,4.3555246704930966,4.089202179113916,4.440637417510457,4.07326075118154,0.1781642235702827,0.19709291887465633,0.20021172468314488,0.13012797960760394
63,583593,197593,0.49054,0.355164,0.661377,-0.442566,0.338013,0.366272,0.649414,-0.574341,3.748047,0.966797,-2.058594,3.710938,0.830078,-2.033203,37.81738634471137,25.536384973105207,38.86190572173884,25.65175823938781,13.210147482351033,4.384103330243711,4.312076618653361,4.6385332569736635,4.226582809609854,0.186130481193337,0.20454692042856082,0.21649513649196217,0.1450651740182495
64,583614,197604,0.459167,0.362854,0.65741,-0.47467,0.322205,0.367676,0.643799,-0.588684,3.822266,1.193359,-2.523438,3.746094,0.722656,-2.300781,42.640333745355875,27.8747920952629,42.31374799561625,27.954736805098708,14.359011190517538,4.733028884074235,4.455226723875341,4.856930944245094,4.400535668940063,0.19492203661866941,0.21300392196536028,0.2357359982835871,0.1581005032644952
65,583624,197614,0.440674,0.366028,0.65564,-0.491882,0.305725,0.367859,0.638062,-0.603394,3.84375,1.300781,-2.736328,3.748047,0.667969,-2.550781,45.31182221208966,30.27395452885131,46.39772105205916,30.803169645858645,15.594551406200516,4.894275860231521,4.5826327159320766,5.127766594929726,4.596350980351197,0.20582447182253064,0.22252380221285464,0.25850041070602126,0.17422321515941164
66,583642,197625,0.403381,0.368347,0.653931,-0.523437,0.288757,0.366882,0.632507,-0.618042,3.623047,1.449219,-3.544922,3.738281,0.578125,-2.810547,50.31045738859112,32.68758769844978,50.689491347826944,34.243261531807505,16.44622981601944,5.271923487708637,4.712552152474814,5.440910371078567,4.816573476759027,0.21843001219480065,0.23323027750581582,0.2824231025761545,0.19369483814294525
67,583661,197645,0.358826,0.365906,0.65332,-0.557312,0.252563,0.360352,0.622009,-0.647644,4.042969,1.511719,-4.060547,3.5,0.433594,-3.433594,55.908605569547746,37.64312893362403,54.64879127974541,37.78481148604495,16.86397979370046,5.926123067329179,4.922151106342835,5.7731644765215675,5.014197564461563,0.2318048350685706,0.2428380943582905,0.30449257642151095,0.2137407345237745
68,583671,197660,0.332825,0.363953,0.651184,-0.576843,0.212585,0.347473,0.613892,-0.676208,4.494141,1.482422,-4.203125,3.345703,0.427734,-3.826172,59.27623782355036,42.7368444028495,58.77315846244578,41.39353213276114,17.37962632968464,6.329386864427707,5.100615366066039,6.07759286630454,5.18129895652286,0.24405953929762872,0.25096200065626706,0.32748214913194407,0.2341668307489251
69,583681,197674,0.308838,0.361755,0.648132,-0.594727,0.190063,0.338318,0.609558,-0.691223,4.644531,1.433594,-4.386719,3.476563,0.220703,-4.423828,62.43683340494816,45.58254186645014,63.30184494940282,45.63725942905563,17.664585520347188,6.54753110353498,5.630759653968726,6.369706748340382,5.329349321350922,0.25581852546873857,0.25815971024089596,0.352725431958787,0.25818719436069093
70,583692,197685,0.281982,0.358215,0.644409,-0.613892,0.16864,0.328735,0.605225,-0.705078,4.601562,1.421875,-4.671875,3.427734,0.121094,-4.546875,65.93365812559156,48.31755776243226,67.41819354678509,49.42012546944759,17.9980680773375,6.709882068344719,5.695445232571111,6.635669926565323,5.465223496980821,0.2665248202636835,0.2647654545588559,0.3756703083941216,0.27959898909692604
71,583712,197705,0.226013,0.346558,0.63739,-0.650024,0.124207,0.305481,0.597351,-0.731018,4.251953,1.341797,-5.21875,2.8125,-0.046875,-4.871094,72.95388982337626,53.90622417992222,71.56189433428551,52.7353846449462,18.82650968933931,6.864027612555037,5.62493646830442,6.847526108229926,5.583514984023457,0.27505304868301117,0.2705163878379166,0.3987676482585486,0.2983640334324218
72,583723,197715,0.196777,0.338318,0.634155,-0.666809,0.102234,0.292175,0.59491,-0.74176,4.074219,1.298828,-5.464844,2.480469,-0.091797,-5.041016,76.49034855645917,56.557459135583834,76.55913956865773,56.569306753146954,19.989832815510773,6.939073034482416,5.618985269728512,6.996365455294529,5.719344023449131,0.28104454697008996,0.27711993778580435,0.42662271730995305,0.32006481594466807
73,583733,197725,0.167419,0.328674,0.63092,-0.682556,0.079041,0.277161,0.593079,-0.751831,4.089844,1.216797,-5.716797,2.318359,-0.121094,-5.166016,79.99474176105241,59.31314028034255,82.34773529811426,60.45861283924948,21.889122458864776,7.133665735283228,5.663671381884104,7.100728930262548,5.7770538157985625,0.28524567787960053,0.27992559332068156,0.4588888411826857,0.3420790830883676
74,583753,197740,0.106323,0.30542,0.621155,-0.713867,0.033936,0.247009,0.588684,-0.768921,4.371094,0.914062,-5.912109,2.316406,-0.115234,-5.261719,87.42305957680924,64.75215240745392,87.4896283855144,64.41401262091503,23.075615764599362,7.4091163389813905,5.7501915156412835,7.174479339297744,5.80673149507149,0.2882144859140375,0.2813684220283336,0.48755018964309665,0.3644674540537842
75,583768,197752,0.045654,0.277161,0.608826,-0.741943,0.010132,0.230286,0.5849,-0.77771,4.201172,0.753906,-6.009766,2.693359,-0.341797,-5.408203,94.87663677287419,67.76408819294491,92.60791580945883,68.45614540915872,24.15177040030011,7.371262293879929,6.051418642045765,7.277528645057649,5.846144179392193,0.2923627152036832,0.28328453385974,0.5160799581319985,0.38734675155846454
76,583782,197770,0.014587,0.260315,0.602356,-0.754456,0.035034,-0.195312,-0.575928,0.793091,3.824219,0.396484,-6.179687,2.605469,-0.503906,-5.419922,98.66335526037697,73.68322308824997,99.20022598916638,73.11068351614358,26.089542473022803,7.278075428311114,6.034728200414746,7.387017866046707,5.875229687581858,0.29677018199890365,0.2846985732058347,0.5528260545614845,0.4136923882991242
77,583793,197785,0.013306,-0.243774,-0.59613,0.764832,0.058105,-0.176453,-0.57074,0.799805,3.712891,0.222656,-6.195312,2.478516,-0.580078,-5.326172,102.08178567618131,76.76812307680223,105.75849036509172,77.26412393207997,28.49436643301175,7.226134931591092,5.903188987481596,7.479971500822969,5.882521617250896,0.300512012062818,0.28505308224152826,0.5893823767912291,0.43720170971987377
78,583818,197805,0.100464,-0.183228,-0.573853,0.79187,0.100403,-0.140076,-0.559631,0.810608,3.763672,-0.154297,-6.583984,2.570313,-0.767578,-5.255859,112.95629265959019,82.58583081526689,112.244190426708,81.39290727002073,30.851283156687273,7.585372752874377,5.90082525854935,7.533084626191617,5.9035713606721325,0.30265007035146085,0.2860764497972446,0.6255342193744989,0.4605714670410226
79,583840,197815,0.158508,-0.134583,-0.559143,0.802551,0.120972,-0.121094,-0.553284,0.815247,3.275391,-0.595703,-6.949219,2.482422,-0.853516,-5.197266,120.21438145643592,85.51935448713584,118.70757888352253,85.49784120113125,33.20973768239128,7.705497581405824,5.822583827056164,7.583664647174586,5.862452353884715,0.30468615902731566,0.28407738232039015,0.6615616951790232,0.48380623184639704
80,583861,197825,0.214355,-0.081848,-0.544495,0.806763,0.140991,-0.101807,-0.546936,0.818909,2.953125,-1.066406,-7.123047,2.314453,-0.935547,-5.140625,127.3051370809556,88.4080048826487,125.14924185205355,90.16888210891061,34.98035974314294,7.784341178717052,5.714714889567371,7.652535583163874,5.80051754286717,0.3074585448456318,0.2810663206225627,0.6974680712680182,0.5102452778115473
81,583871,197843,0.242493,-0.053528,-0.536133,0.806763,0.18103,-0.061646,-0.534668,0.82312,2.833984,-1.164063,-7.152344,2.152344,-1.023438,-5.394531,130.9802975444496,94.20789274380257,130.10035724802532,94.86452046569582,35.2358367823295,7.780908216561933,5.897539719589941,7.749436499100563,5.736449030056225,0.3113592719268856,0.27795152553733743,0.7250660086851501,0.5368235503640323
82,583881,197865,0.267578,-0.027344,-0.528503,0.805176,0.221008,-0.020996,-0.520996,0.824219,2.630859,-1.298828,-7.146484,2.197266,-0.943359,-5.244141,134.29010051883643,100.12332761569905,134.2660867120023,99.58586328573764,34.68022342626466,7.725322440760709,5.763585594533841,7.7710309026556255,5.6720650391968235,0.31222855034326086,0.27482139297303365,0.7482861382618261,0.563547315430706
83,583892,197882,0.293457,0.000793,-0.520935,0.801575,0.258789,0.018372,-0.50354,0.824097,2.3125,-1.462891,-7.261719,2.482422,-0.912109,-4.9375,137.711869639449,106.0640225991929,138.36542778905772,104.2545271750641,34.11090061399362,7.760171980236134,5.601184523291926,7.7479556270031535,5.647670376864367,0.31129965971539725,0.27363540673728187,0.7711362133354346,0.58997290698572
84,583903,197894,0.318787,0.028992,-0.514099,0.795776,0.277405,0.038879,-0.493652,0.823303,2.042969,-1.570313,-7.472656,2.314453,-1.033203,-4.830078,141.043028776321,109.126068587345,143.0435229373329,108.91440936701483,34.12911357031808,7.904441343147914,5.454709397804983,7.534768598478212,5.544505261595334,0.30271785832063436,0.2686198666551374,0.7972123127207423,0.6163487923392358
85,583919,197905,0.369324,0.086182,-0.499817,0.778687,0.293274,0.057007,-0.485474,0.821594,1.980469,-1.53125,-7.320312,2.097656,-1.083984,-4.912109,147.80184246623259,111.751324329281,147.6651511036727,113.53408070745058,34.13107039622213,7.73653357775981,5.450137322533535,7.492933161464939,5.416167500540672,0.30103378113172125,0.262380517404727,0.8229736603564031,0.6424970760569509
86,583940,197925,0.413452,0.140869,-0.480652,0.760376,0.328186,0.095886,-0.467529,0.815186,2.283203,-1.521484,-7.027344,2.292969,-0.978516,-5.072266,154.3707732858256,117.50730370355618,152.17756496212624,117.5156514419206,34.661913520205644,7.543970651838526,5.651821190728967,7.4600102846883996,5.2699773335150075,0.29970847728094097,0.2552732443655749,0.8481262381709133,0.6650335799627142
87,583951,197943,0.432434,0.16687,-0.470886,0.75061,0.359314,0.13269,-0.444458,0.809814,1.8125,-1.580078,-5.814453,2.71875,-0.697266,-4.128906,157.39824135053541,123.22168431787787,156.69466300681705,121.40001762531783,35.29464538149922,6.292031979042462,4.99255908268415,7.4077402726080335,5.038275168311552,0.2976043583498819,0.24400866627959059,0.8733049260370559,0.6870198862477385
88,583961,197953,0.450256,0.191589,-0.46167,0.739868,0.373047,0.149963,-0.431641,0.807495,2.171875,-1.734375,-6.953125,2.658203,-0.744141,-4.167969,160.27393893171663,125.97187627154287,161.164216800345,125.67363414880037,35.49058265154463,7.488060157469023,4.999175392207299,7.2966987118580695,4.76221316227231,0.2931344024266058,0.23058746229182508,0.8982185982121474,0.7112094289926117
89,583972,197963,0.469421,0.220032,-0.449158,0.727661,0.38562,0.166504,-0.419678,0.804626,2.833984,-1.716797,-6.722656,2.5,-0.873047,-3.931641,163.62851899977508,128.54789950433116,164.97108126549793,129.17302904636,35.79805221913793,7.494862303324925,4.740254425354192,7.1730646940974845,4.416741615615437,0.28815753965311025,0.21379180045420282,0.919438383828591,0.731016719139162
90,583992,197985,0.500244,0.275146,-0.418091,0.706604,0.406799,0.197327,-0.398499,0.797974,3.619141,-1.570313,-6.253906,2.066406,-0.96875,-3.259766,170.14961143387225,133.11940694669377,168.79196116785948,131.86904227959937,36.922918888260114,7.394281895673575,3.979269366867742,6.9063335449531555,3.9590236952611884,0.277420330341683,0.19153909836720523,0.9407362926815223,0.7462767049118313
91,584003,197995,0.513367,0.302551,-0.400452,0.696106,0.414795,0.211304,-0.389954,0.794495,3.630859,-1.587891,-5.923828,1.826172,-1.146484,-2.785156,173.40509561159027,135.00427819135444,172.34545545693115,134.54685468729429,37.79860076963686,7.127150417898166,3.5222753555302857,6.636596966090107,3.540382163561673,0.2665621380552107,0.1711861585501588,0.9605437714330224,0.7614336702929702
92,584014,198005,0.524475,0.328979,-0.382629,0.68573,0.421692,0.224976,-0.382813,0.790588,3.728516,-1.539063,-5.5625,1.355469,-1.15625,-2.453125,176.50264086234324,136.70175048407458,174.37248087751914,136.93569356631613,37.436787311203005,6.871095453435719,3.031836495935426,6.114809642038986,3.0424837347384597,0.24555769319618578,0.14698001561039337,0.9718425831605448,0.774954986456271
93,584032,198024,0.541138,0.376038,-0.349182,0.666199,0.433716,0.245605,-0.372986,0.782593,3.115234,-1.359375,-4.546875,0.960937,-0.720703,-2.132813,178.04141037707484,139.36093831001745,174.75305717176104,138.60001039660722,36.153046775153825,5.676852607828215,2.4477957482492285,5.417057747151575,2.426517663185241,0.21746982956689062,0.11703382194735389,0.9739639477240687,0.7843753597832002
94,584052,198035,0.552002,0.412903,-0.321594,0.649109,0.439026,0.253296,-0.368347,0.779358,2.607422,-1.097656,-3.375,0.916016,-0.445312,-1.792969,173.76364610271503,140.49209389944045,173.94621462703083,140.09574178020722,33.85047284682361,4.403875927001123,2.062068360787537,4.659734451989364,1.877321082337632,0.18698393107823513,0.09033373580840384,0.9694665389032078,0.792841505035034
95,584062,198045,0.555298,0.428101,-0.309814,0.642212,0.443359,0.259277,-0.363953,0.777039,2.351563,-0.951172,-2.876953,0.759766,-0.279297,-1.279297,172.05249290508175,141.44099109814917,172.32361223842204,141.2787378926342,31.044874345787832,3.835548889111179,1.5138863904448048,3.8922402801571825,1.4563327474751435,0.15608860597391613,0.06986670233384443,0.9604220154792238,0.7995375047512773
96,584080,198063,0.559631,0.45105,-0.290405,0.631653,0.447815,0.265808,-0.358765,0.774658,1.724609,-0.412109,-1.916016,0.173828,-0.130859,-0.369141,169.3708828879393,142.48293510935451,170.2413133144727,141.91467889952156,28.326634414951144,2.610599039113054,0.42849192448166395,3.1131481173396978,1.1761552227337373,0.12472640605126141,0.05624541570229288,0.9488151045529161,0.8031370607911776
97,584091,198073,0.560608,0.458862,-0.282349,0.628845,0.448364,0.266602,-0.358032,0.774414,1.566406,-0.142578,-1.380859,0.119141,0.0625,0.009766,168.38962891929924,142.61673104620954,168.91445047146902,142.25799183054764,26.656458640921386,2.093018829538091,0.13489330093447932,2.480603877425667,1.0505713037776736,0.09926346359222543,0.050139948970109705,0.9414190584554799,0.8050802821294262
98,584102,198083,0.560364,0.464661,-0.27478,0.628174,0.447571,0.265808,-0.357544,0.77533,1.580078,0.220703,-0.730469,0.146484,0.248047,0.498047,167.62991575732823,142.54064334445414,167.87930010418384,142.29015386292298,25.589146241260863,1.754691215072897,0.5753570114928643,2.081759832539831,1.0448091431469462,0.08320807596204564,0.049859812147426935,0.9356490424552669,0.8052623258042928
99,584112,198094,0.55896,0.468079,-0.268066,0.629761,0.44519,0.263428,-0.357666,0.777466,1.287109,0.552734,-0.216797,-0.021484,0.332031,1.017578,167.12933188769654,142.2086585545708,167.3915793846872,141.94600361983868,25.445575764848513,1.4174503137133239,1.0705938227455827,1.838317845385552,1.2620145313367728,0.07340836723042354,0.06041960581103984,0.9329304457720512,0.8033143651087079
100,584123,198104,0.55719,0.468933,-0.262878,0.632935,0.441345,0.259277,-0.358765,0.780518,0.896484,0.808594,0.320313,-0.183594,0.519531,1.46875,166.87674106865586,141.60180126002584,167.30522350021164,141.07780896325448,26.227414536957156,1.249042928430004,1.5687083155567831,1.9540746992869984,1.7248552623260682,0.07806813634085313,0.0829213616795052,0.9324490907429811,0.7984002059554668
101,584133,198115,0.554626,0.466919,-0.259399,0.638062,0.436523,0.253296,-0.360779,0.784302,0.53125,1.152344,0.994141,-0.414062,0.671875,1.861328,166.93227929045608,140.76218389393298,167.5771188296485,139.86929840191658,27.707820427731917,1.6119676128002696,2.021733236372445,2.2292165360662652,2.4847470612187386,0.08914391620873419,0.11986473895873456,0.9339646583849541,0.7915597892450569
102,584148,198132,0.546631,0.455322,-0.257324,0.653992,0.423096,0.235657,-0.368225,0.79364,0.236328,1.404297,1.585938,-0.878906,0.945312,2.746094,167.95784949692154,138.27575776328865,168.53197640874356,137.82284201764048,30.709134391103078,2.1314549790312247,3.034324107773591,2.756508913048473,3.4856309738450313,0.11036996587762542,0.16852434030032895,0.9392871155693655,0.7799764279605432
103,584161,198145,0.540161,0.445862,-0.258484,0.665283,0.413635,0.223083,-0.373962,0.799561,-0.134766,1.839844,2.880859,-1.138672,1.089844,3.3125,168.9893924045125,136.49809053776457,169.97440473165085,134.52877680090788,35.44562793074297,3.420897016423178,3.668377041406731,3.444780518957338,4.59737401567033,0.13807620236130222,0.22257353874089691,0.9473273334597991,0.7613313457621944
104,584180,198163,0.523926,0.42157,-0.265991,0.690674,0.389038,0.19281,-0.389771,0.812134,-0.431641,1.976563,3.472656,-1.929688,1.212891,4.955078,171.90361978317173,131.97637663319045,171.87031768531128,130.52181545229377,41.34850223301751,4.01901168699296,5.454135893183173,4.28664217848503,5.863967138394628,0.17196517587868904,0.2841510260361507,0.9578953131691836,0.7386511257923476
105,584192,198184,0.512268,0.404724,-0.273376,0.706421,0.35083,0.149536,-0.415588,0.825745,-1.068359,2.183594,4.873047,-3.214844,1.257813,6.75,174.08888268319242,125.13147517636278,174.1776145772461,125.94206524633528,48.235549330910814,5.445737853948351,7.581544399876914,5.405256475479182,7.32189103043135,0.21699477172496254,0.355030370261739,0.9707563818645664,0.7127288038528021
106,584203,198194,0.499878,0.387634,-0.281982,0.721313,0.326172,0.123596,-0.43396,0.830688,-1.363281,2.232422,5.660156,-4.261719,0.933594,7.703125,176.41184405875828,120.72737715086242,174.98116628112217,120.4481855628209,54.532980718301275,6.235351555075383,8.852795115522667,6.6856064366251315,8.880887443969693,0.26853500453542833,0.4308235197157014,0.9752354472592135,0.6816323222875196
107,584213,198205,0.483215,0.365784,-0.294006,0.739075,0.296204,0.094727,-0.458313,0.832642,-1.726563,2.333984,6.525391,-5.726562,0.332031,8.716797,179.49433395659543,115.37700673349613,174.22146191139342,114.29707761472147,59.924384296671946,7.1420745451238465,10.434860174626875,8.321287521336258,10.690666981724194,0.3343790209902988,0.5188088991511982,0.9710007906264163,0.6468157944541727
108,584233,198215,0.44281,0.314392,-0.326172,0.773743,0.260559,0.063965,-0.489441,0.829712,-3.078125,2.400391,8.597656,-7.470703,-0.472656,9.667969,173.00715092389285,109.02869212019266,170.49677322165826,106.19011409568414,64.30665912597412,9.442267691759326,12.227200480629488,10.287260406841975,12.275747669373043,0.4135188681359476,0.5958701780690178,0.9502390597563899,0.6009287244521412
109,584244,198225,0.415771,0.282166,-0.348267,0.791321,0.21637,0.030212,-0.529541,0.819641,-3.847656,2.390625,10.126953,-9.201172,-1.318359,10.398438,168.10509793452795,101.22083689269334,163.07496774986515,97.14662157727241,65.92834617259274,11.093904707052879,13.947299002541998,12.26303055571782,13.540563324362221,0.4930531021682489,0.6573612508757407,0.908869286169751,0.5497407089540174
110,584262,198245,0.341492,0.199036,-0.403015,0.825439,0.118103,-0.028809,-0.614197,0.779724,-5.263672,2.939453,13.59375,-11.191406,-3.582031,11.349609,155.4654392345168,84.59665758117609,153.12572171838877,87.30602623009759,65.81969548829119,14.870664609401054,16.336833805688237,14.445674797922136,14.60929013228515,0.5809150116456763,0.7093191450536457,0.8534113444001589,0.4940409285742116
111,584281,198255,0.236145,0.092041,-0.464294,0.848633,0.059204,-0.053345,-0.655212,0.751282,-6.173828,2.880859,16.423828,-10.761719,-4.988281,11.541016,139.30281669979283,75.50991455880381,142.53197867903677,75.10536642498771,67.42661225404906,17.78082188553299,16.549700706725123,16.797288611283197,15.240966354857049,0.6755787575737476,0.7400291132922794,0.7943609216103602,0.4249827011338926
112,584291,198265,0.169067,0.030518,-0.495728,0.851318,0.006348,0.072876,0.690552,-0.719543,-6.84375,2.474609,17.849609,-9.847656,-6.359375,11.519531,129.74810379921362,66.17402999762209,130.61971733004478,62.78573032147351,67.83398700857127,19.276128896079264,16.43525398480115,19.07825465320611,15.494682202900318,0.7673985915262185,0.7523639224185797,0.7279609658602932,0.3552510435343479
113,584301,198284,0.098022,-0.028198,-0.524475,0.845276,0.144531,0.106323,0.733459,-0.65564,-8.003906,1.613281,19.904297,-8.994141,-6.826172,11.802734,120.03843572713268,48.02539309464327,118.74276819029326,52.242190369627295,66.50057782066597,21.51386125050559,16.333882770983173,21.291574136728354,15.368205025702766,0.8564953267364699,0.7462150284823247,0.6617578433614714,0.2955724530604347
114,584312,198294,0.011169,-0.091309,-0.554504,0.827087,0.212463,0.128235,0.734863,-0.631165,-9.421875,0.533203,21.634766,-2.861328,-6.255859,13.167969,108.543791189568,39.622656375122325,107.34745509697059,42.137304311593226,65.21015078537737,23.60337123865127,14.856593732630168,22.76215713963282,14.740746791269554,0.915693352773798,0.715710124606004,0.5982394010617805,0.238376733255022
115,584323,198304,0.084839,0.149841,0.58252,-0.794373,0.27655,0.154785,0.725159,-0.611328,-11.230469,-1.421875,22.748047,-1.546875,-5.597656,12.742188,96.08069353575917,31.878957821944944,92.84375502384805,31.724766048245368,61.118988975602676,25.40902998521972,14.003211416932368,23.042736141714553,13.900719321658045,0.9269880046485696,0.6748708211946539,0.517394545928622,0.17943963910539745
116,584333,198317,0.191895,0.202148,0.606934,-0.744263,0.335266,0.178467,0.712708,-0.589783,-12.607422,-3.0,23.214844,-2.650391,-5.673828,11.462891,82.32625123317948,24.985484268633495,78.1510786890689,24.31692078160004,53.83415790746886,26.5871410917086,13.061958762159144,23.615655102767338,12.93703355275061,0.9500507433764733,0.6280196681867504,0.43549632107461916,0.13750972126173894
117,584347,198331,0.386169,0.260925,0.631958,-0.619263,0.434692,0.199646,0.700195,-0.529968,-12.751953,-4.425781,21.238281,-4.751953,-5.292969,9.595703,57.229603433600936,14.111338680882811,63.71313167348974,19.247201340151985,44.46593033333775,25.164745629732305,11.944626164655762,24.606304472237746,13.549285235373645,0.9899291365388766,0.6577852807831044,0.3550179790646539,0.10881407333460835
118,584361,198343,0.467163,0.263611,0.635559,-0.555298,0.47821,0.202271,0.697937,-0.493225,-12.222656,-6.623047,14.021484,-5.947266,-4.300781,7.744141,46.575054053236876,10.986166761416627,48.49011916148385,18.401808944339443,30.088310217144404,19.744874900105117,10.669508419444544,24.577655077976086,14.931276347497747,0.9887758608760233,0.7249730292574812,0.270163615349284,0.10402897963648823
119,584373,198365,0.545959,0.259644,0.632141,-0.48468,0.553955,0.204468,0.683044,-0.429871,-14.458984,-7.732422,16.535156,-5.457031,-4.867187,6.357422,36.35405611167224,14.274059167882045,37.50779529709629,21.250462453271815,16.25733284382447,23.286561623448748,9.689453602449108,24.85648241940715,15.457055410775615,1.0,0.7505346346445891,0.20894721006197509,0.12015294055834945
120,584388,198383,0.705811,0.214478,0.608032,-0.293396,0.650879,0.18866,0.648804,-0.34613,-21.404297,-7.326172,17.248047,-7.482422,-14.212891,12.929688,19.965630975729702,27.651995842882222,32.29138089916328,28.44344886138138,3.8479320377818986,28.44840683679847,20.61964454934442,24.78810946527485,15.399909808715591,0.9972476603422051,0.7477564081394097,0.17987047349204802,0.16086671336089176
121,584403,198393,0.751221,0.238159,0.549194,-0.278137,0.725708,0.203064,0.589233,-0.291443,20.158203,-10.103516,6.265625,-0.371094,-14.560547,19.738281,27.414631911241695,39.228751813295354,31.590017090637257,37.81829282539703,-6.228275734759773,23.402825478819647,24.530531517498883,23.61494989724869,17.361035065113846,0.9500223554687033,0.8430997061517352,0.17596101209874446,0.21393024574570152
122,584413,198403,0.780029,0.226257,0.520264,-0.263977,0.782715,0.229126,0.530762,-0.23053,-26.708984,-5.677734,1.734375,-4.294922,-7.84375,15.255859,31.147531443935865,50.07627072143066,34.922095330098685,48.315672972601476,-13.393577642502791,27.3608213752372,17.68366485987746,22.889955012175914,19.57095949033069,0.9208378306926774,0.9505387809230914,0.19453429899818964,0.2733475622935754
123,584428,198413,0.858154,0.031738,0.487732,-0.157227,0.818481,0.218933,0.499512,-0.180603,-24.287109,-9.550781,0.757812,-10.169922,-6.083984,4.458984,43.06823501060679,57.86038658149487,43.27867329904048,58.76581845929677,-15.48714516025629,26.10853041278245,12.661939547738964,21.587651927458914,20.588331953484133,0.8684138792630021,1.0,0.24111457381785462,0.33249752101157665
124,584443,198423,0.889526,-0.032837,0.43512,-0.135376,0.859253,0.152954,0.467957,-0.138916,-9.6875,-13.806641,-1.708984,-21.548828,-13.835938,1.814453,53.01444730897936,66.76095990390428,53.46482339970949,69.2756270643127,-15.810803664603213,16.95262865354919,25.672502959443538,19.398252232630785,19.20337436665746,0.7802800303849909,0.9326680315270839,0.29789303897511854,0.3919851851701525
125,584453,198433,0.916992,-0.066711,0.374146,-0.121338,0.904968,0.062134,0.412903,-0.081665,-1.101563,-14.550781,1.505859,-20.142578,-15.220703,6.771484,61.748520820438664,79.90272327635867,64.46288160323988,79.0756235511138,-14.612741947873914,14.669910704595685,26.13897939596244,17.70151059782325,17.1226838817612,0.711978033641132,0.8315118752205697,0.35919714880417924,0.4474551677047358
126,584472,198443,0.958069,-0.115356,0.246887,-0.088501,0.935547,0.0,0.352112,-0.027405,-4.542969,-13.419922,-0.261719,-10.056641,-12.46875,5.099609,78.34538241458675,91.77779483837502,74.4557311489629,88.25410460232774,-13.798373453364846,14.170440030429754,16.811060844523226,15.261761054073693,15.930408558156785,0.6137664014311898,0.7735474687553087,0.4148981402628021,0.49940724588053437
127,584482,198453,0.968262,-0.145264,0.186768,-0.080811,0.954163,-0.021973,0.298462,-0.002869,-5.027344,-11.927734,-2.158203,-1.1875,-10.783203,1.291016,86.13782246158786,99.07625315543612,84.67309059156652,96.43533373263422,-11.7622431410677,13.122608973001558,10.924941441557708,12.689747601224337,15.463937888802977,0.5102305118898187,0.7508692375219348,0.47185056894073896,0.5457146744169356
128,584493,198464,0.972961,-0.171753,0.13147,-0.080688,0.968323,-0.019104,0.248901,0.003479,-3.177734,-10.712891,-2.824219,1.701172,-9.763672,1.044922,93.03248273922188,103.75279183756466,94.02499619341998,102.77228218870853,-8.74728599528855,11.525634035166917,9.965698123225085,11.33613824954042,13.290652441531382,0.4557412368967763,0.6452114263295897,0.5239788844594729,0.5815830974979459
129,584508,198474,0.974731,-0.200378,0.03363,-0.09314,0.978638,-0.006653,0.205078,0.011292,-1.607422,-9.587891,-3.349609,2.421875,-8.539063,2.900391,104.10124452199743,107.66710555543663,101.56513770121708,108.50513553134101,-6.939997830123929,10.282574568990299,9.337737594646521,10.401398611021587,10.883558220651684,0.4181134788240446,0.528186620853078,0.5660082731539492,0.6140322188029835
130,584523,198485,0.9729,-0.206299,-0.008484,-0.103943,0.985413,0.010437,0.167236,0.029907,0.15625,-7.064453,-3.96875,2.603516,-7.005859,5.695312,108.50804882970594,111.58746555673018,108.36807303365717,113.76186580677407,-5.3937927731169,8.104436242836945,9.396644862262328,9.558250055316305,9.702013005632503,0.38417270155720745,0.4707438760905607,0.6039284120604729,0.6437863862621259
131,584538,198503,0.965027,-0.216064,-0.079956,-0.125183,0.987976,0.046326,0.105835,0.102722,-0.595703,-6.570312,-3.519531,1.189453,-5.285156,8.947266,116.04608995357229,120.4420615515374,114.56721989175654,119.04398878220255,-4.47676889044601,7.477363191761786,10.459504828542363,8.882485114533099,9.384998649145098,0.3569699183884994,0.45533170689527175,0.6384829827676373,0.6736842815916966
132,584552,198513,0.958557,-0.220215,-0.118591,-0.136414,0.985168,0.053467,0.077393,0.143311,-0.050781,-7.113281,-3.929688,-1.207031,-5.134766,7.646484,120.15249912378825,125.35990453260143,119.38897894573165,124.48974135043063,-5.100762404698983,8.126733234963849,9.28931984980456,8.441959097191504,9.289579505097203,0.33923663125461945,0.45069274981827817,0.6653598769560379,0.704508353850714
